method,model_family,model_version,zone,original_pixels,predicted_pixels,TP,TN,FP,FN,accuracy,balanced_accuracy,recall,specificity,precision,f1,tss
plain_mf,multi-Forest,original,46,136482,175795,64957,12146506,110838,71525,0.985285980293737,0.733447820038794,0.475938218959277,0.990957421118311,0.369504252111835,0.4160216730659,0.466895640077587
plain_mf,multi-Forest,original,47,354447,348503,199318,11890194,149185,155129,0.975446323032129,0.774971855321302,0.562335130499059,0.987608580143544,0.571926210104361,0.567090120207696,0.549943710642603
plain_mf,multi-Forest,original,48,1624,10102,1465,12383565,8637,159,0.999290291795286,0.950698312748248,0.902093596059113,0.999303029437383,0.14502078796278,0.249872079140372,0.901396625496496
plain_mf,multi-Forest,original,49,157753,195810,70358,12110621,125452,87395,0.98282636854834,0.717874195564644,0.446001026921834,0.989747364207454,0.359317705939431,0.397994134001578,0.435748391129288
plain_mf,multi-Forest,original,50,2292,17287,1974,12376221,15313,318,0.998738807532073,0.930010390720257,0.861256544502618,0.998764236937897,0.114189853647249,0.201644619234895,0.860020781440514
plain_mf,multi-Forest,original,52,23635,47738,20315,12342768,27423,3320,0.997519490752896,0.928656748017409,0.859530357520626,0.997783138514191,0.425551971176002,0.569262886525717,0.857313496034817
plain_mf,multi-Forest,original,53,64489,97054,50070,12282353,46984,14419,0.995045678388578,0.886300366364408,0.776411481027772,0.996189251701044,0.515898365858182,0.619896869564141,0.772600732728817
plain_mf,multi-Forest,original,54,11548,23992,10736,12369022,13256,812,0.998864918710332,0.964307115802456,0.929684793903706,0.998929437701205,0.447482494164722,0.604164321890827,0.928614231604911
plain_mf,multi-Forest,original,55,6383,21692,5417,12371168,16275,966,0.998608904143079,0.923673336999865,0.848660504464985,0.998686169534746,0.24972340033192,0.385894924309884,0.847346673999731
mf_var,multi-Forest,corrected,1,15263,44468,11684,12345779,32784,3579,0.997066039171439,0.881431458888612,0.765511367358973,0.997351550418251,0.262750742106684,0.391220639199076,0.762862917777224
mf_var,multi-Forest,corrected,2,284043,260021,182550,12032312,77471,101493,0.98556022974665,0.818143496339784,0.64268438229423,0.993602610385339,0.702058679875856,0.671060757557934,0.636286992679569
mf_var,multi-Forest,corrected,3,552373,457325,287525,11671653,169800,264848,0.964930280609071,0.753093716930048,0.520526890344025,0.98566054351607,0.628710435685782,0.569526729774646,0.506187433860095
mf_var,multi-Forest,corrected,4,91405,102987,41596,12241030,61391,49809,0.991027790772599,0.72504170882654,0.455073573655708,0.995009843997373,0.403895637313447,0.427959998353842,0.450083417653081
mf_var,multi-Forest,corrected,5,190463,175179,73754,12101938,101425,116709,0.982399785183365,0.689462041247344,0.387235316045636,0.991688766449052,0.421020784454758,0.403421926365133,0.378924082494688
mf_var,multi-Forest,corrected,6,90294,106331,50883,12248084,55448,39411,0.992346269828219,0.779509571150275,0.563525815668815,0.995493326631735,0.478534011718126,0.5175638906548,0.55901914230055
mf_var,multi-Forest,corrected,7,220966,254893,91866,12009833,163027,129100,0.976429635207078,0.701177278496239,0.415747219029172,0.986607337963305,0.36041005441499,0.386105968364579,0.402354556992477
mf_var,multi-Forest,corrected,9,30500,74199,25239,12314366,48960,5261,0.99562516046296,0.911774048655585,0.827508196721312,0.996039900589857,0.340152832248413,0.482124948662356,0.823548097311169
mf_var,multi-Forest,corrected,10,146264,158881,76925,12165606,81956,69339,0.987792712274644,0.759620471409596,0.52593256030192,0.993308382517272,0.484167395723844,0.504186534270593,0.519240942819192
mf_var,multi-Forest,corrected,11,147057,187583,89229,12148415,98354,57828,0.98739840304358,0.79936685385095,0.606764723882576,0.991968983819324,0.475677433456123,0.533283528568013,0.5987337077019
mf_var,multi-Forest,corrected,12,374213,343612,234228,11910229,109384,139985,0.979879578751549,0.808410570704357,0.625921600799545,0.990899540609169,0.681664202647172,0.652604743495978,0.616821141408714
mf_var,multi-Forest,corrected,13,618971,544155,379204,11609904,164951,239767,0.967345192679,0.799313691596831,0.612636133195255,0.985991249998408,0.696867620439029,0.652042856921778,0.598627383193662
mf_var,multi-Forest,corrected,14,32665,90437,26292,12297016,64145,6373,0.99431023156207,0.899854485804432,0.804898209092301,0.994810762516563,0.290721717880956,0.427157966564312,0.799708971608864
mf_var,multi-Forest,corrected,15,235591,252855,133460,12038840,119395,102131,0.982126100527795,0.778335068910402,0.566490230951097,0.990179906869706,0.527812382590813,0.546467777400163,0.556670137820803
mf_var,multi-Forest,corrected,16,911178,705726,541483,11318405,164243,369695,0.956919033718886,0.789981699811562,0.594266981863039,0.985696417760085,0.767270867163744,0.669777550182324,0.579963399623123
mf_var,multi-Forest,corrected,17,1641,10168,1509,12383526,8659,132,0.99929069522196,0.959431248156628,0.919561243144424,0.999301253168832,0.148406766325728,0.255567787280887,0.918862496313256
mf_var,multi-Forest,corrected,18,112964,164291,47690,12164261,116601,65274,0.985325354737109,0.706337682933325,0.422169894833752,0.990505471032897,0.290277617154926,0.344015437052533,0.412675365866649
mf_var,multi-Forest,corrected,19,691356,582894,532555,11652131,50339,158801,0.983125469084365,0.88300172661364,0.770305023750427,0.995698429476854,0.913639529657193,0.835872081616637,0.766003453227281
mf_var,multi-Forest,corrected,20,379965,414440,225290,11824711,189150,154675,0.972258364769685,0.788589359189632,0.592923032384562,0.984255685994702,0.543601003764116,0.567191797634708,0.577178718379264
mf_var,multi-Forest,corrected,21,599210,516294,381774,11660096,134520,217436,0.971602312312598,0.812861841250575,0.63712888636705,0.9885947961341,0.739450778045067,0.684487012148769,0.625723682501151
mf_var,multi-Forest,corrected,22,41980,100247,30660,12282259,69587,11320,0.993471991619053,0.862357025927687,0.730347784659362,0.994366267196013,0.3058445639271,0.431141766331287,0.724714051855374
mf_var,multi-Forest,corrected,23,326806,326775,188426,11928671,138349,138380,0.977672027992002,0.78255165531731,0.576568361657987,0.988534948976632,0.57662305867952,0.576595708871586,0.565103310634619
mf_var,multi-Forest,corrected,24,845397,693586,539920,11394763,153666,305477,0.962953893333665,0.812676149142671,0.638658523746831,0.986693774538511,0.778447085148778,0.701658172962274,0.625352298285342
mf_var,multi-Forest,corrected,25,237357,301076,153662,12009055,147414,83695,0.98135289296461,0.817630653595989,0.647387690272459,0.987873616919518,0.510376117658,0.570774822494164,0.635261307191977
mf_var,multi-Forest,corrected,26,40896,108993,24247,12268184,84746,16649,0.991818910480105,0.793016886947907,0.59289417057903,0.993139603316784,0.222463827952254,0.323532747566533,0.586033773895814
mf_var,multi-Forest,corrected,27,859115,722313,631337,11443735,90976,227778,0.974281226797923,0.863490935916421,0.734869022191441,0.9921128496414,0.874049061833305,0.798439132227329,0.726981871832841
mf_var,multi-Forest,corrected,28,46042,104603,22858,12266039,81745,23184,0.991533768506997,0.744919768955437,0.496459754137527,0.993379783773347,0.21852145731958,0.30346841913107,0.489839537910874
mf_var,multi-Forest,corrected,29,164338,202350,130033,12157171,72317,34305,0.991397168235217,0.892670031128772,0.791253392398593,0.994086669858951,0.642614282184334,0.709229644820665,0.785340062257544
mf_var,multi-Forest,corrected,30,576557,459724,247803,11605348,211921,328754,0.956375456618481,0.705932379527308,0.42979792110754,0.982066837947076,0.539025589266604,0.478254450289063,0.411864759054616
mf_var,multi-Forest,corrected,31,841378,735823,593100,11409725,142723,248278,0.968451953416161,0.846280340514213,0.704915032244722,0.987645648783704,0.806036234257423,0.752091838643267,0.692560681028426
mf_var,multi-Forest,corrected,32,60484,111511,40391,12262222,71120,20093,0.992640448558823,0.831014979799947,0.667796442034257,0.994233517565636,0.362215386822825,0.469676444082677,0.662029959599893
mf_var,multi-Forest,corrected,33,389751,393691,258563,11868947,135128,131188,0.978512204383053,0.826074383109273,0.663405610248595,0.988743155969952,0.656766347211392,0.660069284005708,0.652148766218546
mf_var,multi-Forest,corrected,34,5159,23267,4001,12369401,19266,1158,0.998352082722478,0.886991381974491,0.77553789494088,0.998444869008102,0.171960287101904,0.281502849503975,0.773982763948983
mf_var,multi-Forest,corrected,35,32864,73199,27979,12315742,45220,4885,0.995957261300909,0.92384940838055,0.851357108081792,0.996341708679308,0.382231997704887,0.527592091492792,0.8476988167611
mf_var,multi-Forest,corrected,36,22575,135491,16459,12252219,119032,6116,0.989902391723105,0.859729589643242,0.729080841638981,0.990378337647502,0.121476703249662,0.208254779649007,0.719459179286484
mf_var,multi-Forest,corrected,37,191906,196155,140492,12146257,55663,51414,0.991360456407892,0.863762880744623,0.732087584546601,0.995438176942645,0.716229512375417,0.724071730990746,0.727525761489246
mf_var,multi-Forest,corrected,38,30032,54345,27842,12337291,26503,2190,0.997684895689192,0.96246709301413,0.92707778369739,0.99785640233087,0.512319440610912,0.659942875428138,0.92493418602826
mf_var,multi-Forest,corrected,39,21943,70914,13718,12314687,57196,8225,0.994721484713437,0.810271068652938,0.625165200747391,0.995376936558485,0.19344558197253,0.295465069946262,0.620542137305876
mf_var,multi-Forest,corrected,40,339661,334961,132485,11851689,202476,207176,0.966947091237201,0.686626743222597,0.390050668166201,0.983202818278993,0.395523657978093,0.392768098283187,0.373253486445194
mf_var,multi-Forest,corrected,41,91243,147178,47935,12203340,99243,43308,0.98849822484195,0.758644263589281,0.525355369726993,0.991933157451569,0.325694057535773,0.402103841524027,0.517288527178562
mf_var,multi-Forest,corrected,42,155019,258875,120173,12100105,138702,34846,0.985997221519811,0.881940841884114,0.775214651107284,0.988667032660945,0.464212457749879,0.580694573973046,0.763881683768228
mf_var,multi-Forest,corrected,43,5692,24270,4975,12368839,19295,717,0.998385325080407,0.936238096350883,0.874033731553057,0.998442461148709,0.204985578903997,0.332087310593418,0.872476192701766
mf_var,multi-Forest,corrected,44,566191,358427,195061,11664269,163366,371130,0.956874011302079,0.665351127447254,0.344514483628316,0.986187771266191,0.544214024055107,0.421927758274228,0.330702254894508
mf_var,multi-Forest,corrected,45,16405,62305,11617,12326733,50688,4788,0.995523900367812,0.85202128202349,0.708137762877172,0.995904801169807,0.186453735655244,0.295184855799771,0.704042564046979
mf_var,multi-Forest,corrected,46,136482,176085,66247,12147506,109838,70235,0.98547074971038,0.738214509830786,0.485390014800487,0.991039004861086,0.376221711105432,0.42388991800158,0.476429019661572
mf_var,multi-Forest,corrected,47,354447,353496,201594,11887477,151902,152853,0.975410740799492,0.778069652433849,0.568756400815919,0.987382904051779,0.570286509606898,0.569520427492044,0.556139304867698
mf_var,multi-Forest,corrected,48,1624,10489,1476,12383189,9013,148,0.999260841648092,0.95406984142482,0.908866995073892,0.999272687775748,0.140718848317285,0.243705110212169,0.908139682849639
mf_var,multi-Forest,corrected,49,157753,198244,70339,12108168,127905,87414,0.982626914400767,0.717713738432293,0.445880585472226,0.989546891392361,0.354810233853231,0.395166251400995,0.435427476864587
mf_var,multi-Forest,corrected,50,2292,16985,1956,12376505,15029,336,0.998760269831124,0.926095148586318,0.853403141361257,0.998787155811379,0.11516043567854,0.202936141515796,0.852190297172636
mf_var,multi-Forest,corrected,52,23635,48315,20440,12342316,27875,3195,0.997493106648423,0.931282861621227,0.864819124180241,0.997746599062213,0.423057021628894,0.5681723419041,0.862565723242454
mf_var,multi-Forest,corrected,53,64489,96946,49790,12282181,47156,14699,0.995009208617258,0.88412247826241,0.77206965529005,0.99617530123477,0.513584882305613,0.616842692105182,0.76824495652482
mf_var,multi-Forest,corrected,54,11548,24548,10745,12368475,13803,803,0.998821510000221,0.964674705649085,0.930464149636301,0.998885261661869,0.437713866710119,0.595356826241135,0.929349411298169
mf_var,multi-Forest,corrected,55,6383,21900,5405,12370948,16495,978,0.99859018514541,0.922724460173054,0.846780510731631,0.998668409614478,0.246803652968037,0.382208393734752,0.845448920346109
