method,predicted_zone,model_family,model_version,original_zone,pixels,predicted_total,share_of_prediction
plain_rf,25,single RF,original,6,956,307102,0.00311297223723714
plain_rf,25,single RF,original,2,905,307102,0.00294690363462302
plain_rf,25,single RF,original,19,851,307102,0.00277106629067867
plain_rf,25,single RF,original,35,760,307102,0.00247474780366132
plain_rf,25,single RF,original,29,672,307102,0.00218819805797422
plain_rf,25,single RF,original,37,536,307102,0.00174534845100325
plain_rf,25,single RF,original,27,347,307102,0.001129917747198
plain_rf,25,single RF,original,22,326,307102,0.00106153655788631
plain_rf,25,single RF,original,3,257,307102,0.000836855507290737
plain_rf,25,single RF,original,1,192,307102,0.000625199445135493
plain_rf,25,single RF,original,4,176,307102,0.000573099491374201
plain_rf,25,single RF,original,43,73,307102,0.00023770603903589
plain_rf,25,single RF,original,45,45,307102,0.000146531119953631
plain_rf,25,single RF,original,38,31,307102,0.000100943660412501
plain_rf,25,single RF,original,46,30,307102,9.76874133024207e-05
plain_rf,25,single RF,original,14,29,307102,9.443116619234e-05
plain_rf,25,single RF,original,28,29,307102,9.443116619234e-05
plain_rf,25,single RF,original,21,27,307102,8.79186719721786e-05
plain_rf,25,single RF,original,40,25,307102,8.14061777520172e-05
plain_rf,25,single RF,original,47,16,307102,5.2099953761291e-05
plain_rf,25,single RF,original,44,14,307102,4.55874595411297e-05
plain_rf,25,single RF,original,53,12,307102,3.90749653209683e-05
plain_rf,25,single RF,original,30,9,307102,2.93062239907262e-05
plain_rf,25,single RF,original,52,9,307102,2.93062239907262e-05
plain_rf,25,single RF,original,10,7,307102,2.27937297705648e-05
plain_rf,25,single RF,original,49,5,307102,1.62812355504034e-05
plain_rf,25,single RF,original,54,5,307102,1.62812355504034e-05
plain_rf,25,single RF,original,9,3,307102,9.76874133024207e-06
plain_rf,25,single RF,original,34,1,307102,3.25624711008069e-06
plain_rf,25,single RF,original,36,1,307102,3.25624711008069e-06
plain_rf,25,single RF,original,50,1,307102,3.25624711008069e-06
plain_rf,26,single RF,original,30,33480,108064,0.309816405093278
plain_rf,26,single RF,original,44,13723,108064,0.12698956174119
plain_rf,26,single RF,original,21,12684,108064,0.117374888954694
plain_rf,26,single RF,original,49,8770,108064,0.0811556114894877
plain_rf,26,single RF,original,40,7697,108064,0.0712263103346165
plain_rf,26,single RF,original,47,1878,108064,0.0173785904649097
plain_rf,26,single RF,original,5,1206,108064,0.0111600533017471
plain_rf,26,single RF,original,28,827,108064,0.00765287237192775
plain_rf,26,single RF,original,7,637,108064,0.00589465501924785
plain_rf,26,single RF,original,36,512,108064,0.00473793307669529
plain_rf,26,single RF,original,41,486,108064,0.00449733491264436
plain_rf,26,single RF,original,53,399,108064,0.00369225644062778
plain_rf,26,single RF,original,27,393,108064,0.00363673378738525
plain_rf,26,single RF,original,3,356,108064,0.0032943440923897
plain_rf,26,single RF,original,46,294,108064,0.00272061000888362
plain_rf,26,single RF,original,12,251,108064,0.00232269766064554
plain_rf,26,single RF,original,10,162,108064,0.00149911163754812
plain_rf,26,single RF,original,15,86,108064,0.000795824696476162
plain_rf,26,single RF,original,37,61,108064,0.00056448030796565
plain_rf,26,single RF,original,18,53,108064,0.000490450103642286
plain_rf,26,single RF,original,4,38,108064,0.000351643470535979
plain_rf,26,single RF,original,16,38,108064,0.000351643470535979
plain_rf,26,single RF,original,52,35,108064,0.000323882143914717
plain_rf,26,single RF,original,33,30,108064,0.000277613266212615
plain_rf,26,single RF,original,2,26,108064,0.000240598164050933
plain_rf,26,single RF,original,6,24,108064,0.000222090612970092
plain_rf,26,single RF,original,34,24,108064,0.000222090612970092
plain_rf,26,single RF,original,20,18,108064,0.000166567959727569
plain_rf,26,single RF,original,19,17,108064,0.000157314184187148
plain_rf,26,single RF,original,13,14,108064,0.000129552857565887
plain_rf,26,single RF,original,39,7,108064,6.47764287829434e-05
plain_rf,26,single RF,original,23,6,108064,5.5522653242523e-05
plain_rf,26,single RF,original,24,6,108064,5.5522653242523e-05
plain_rf,26,single RF,original,48,6,108064,5.5522653242523e-05
plain_rf,26,single RF,original,11,5,108064,4.62688777021025e-05
plain_rf,26,single RF,original,25,3,108064,2.77613266212615e-05
plain_rf,26,single RF,original,29,3,108064,2.77613266212615e-05
plain_rf,26,single RF,original,9,2,108064,1.8507551080841e-05
plain_rf,26,single RF,original,54,2,108064,1.8507551080841e-05
plain_rf,26,single RF,original,1,1,108064,9.25377554042049e-06
plain_rf,26,single RF,original,22,1,108064,9.25377554042049e-06
plain_rf,26,single RF,original,50,1,108064,9.25377554042049e-06
plain_rf,27,single RF,original,3,20665,727991,0.0283863399410158
plain_rf,27,single RF,original,37,11165,727991,0.0153367280639458
plain_rf,27,single RF,original,12,10884,727991,0.0149507342810557
plain_rf,27,single RF,original,15,10557,727991,0.0145015529038134
plain_rf,27,single RF,original,7,5914,727991,0.00812372680431489
plain_rf,27,single RF,original,11,4877,727991,0.00669925864468105
plain_rf,27,single RF,original,41,3568,727991,0.00490115949235636
plain_rf,27,single RF,original,33,3482,727991,0.00478302616378499
plain_rf,27,single RF,original,5,3036,727991,0.00417038122724045
plain_rf,27,single RF,original,13,2601,727991,0.00357284636760619
plain_rf,27,single RF,original,24,2328,727991,0.00319784173155987
plain_rf,27,single RF,original,6,2202,727991,0.00302476266876926
plain_rf,27,single RF,original,47,2046,727991,0.00281047430531421
plain_rf,27,single RF,original,2,1747,727991,0.00239975494202538
plain_rf,27,single RF,original,4,1409,727991,0.00193546348787279
plain_rf,27,single RF,original,28,1140,727991,0.00156595342524839
plain_rf,27,single RF,original,19,779,727991,0.00107006817391973
plain_rf,27,single RF,original,14,602,727991,0.000826933299999588
plain_rf,27,single RF,original,23,570,727991,0.000782976712624195
plain_rf,27,single RF,original,25,560,727991,0.000769240279069384
plain_rf,27,single RF,original,30,519,727991,0.000712920901494661
plain_rf,27,single RF,original,38,413,727991,0.000567314705813671
plain_rf,27,single RF,original,22,244,727991,0.000335168978737375
plain_rf,27,single RF,original,32,123,727991,0.000168958132724168
plain_rf,27,single RF,original,44,108,727991,0.000148353482391953
plain_rf,27,single RF,original,40,65,727991,8.92868181062678e-05
plain_rf,27,single RF,original,20,31,727991,4.25829440199123e-05
plain_rf,27,single RF,original,31,24,727991,3.2967440531545e-05
plain_rf,27,single RF,original,34,23,727991,3.1593797176064e-05
plain_rf,27,single RF,original,9,20,727991,2.74728671096209e-05
plain_rf,27,single RF,original,10,18,727991,2.47255803986588e-05
plain_rf,27,single RF,original,29,17,727991,2.33519370431777e-05
plain_rf,27,single RF,original,21,11,727991,1.51100769102915e-05
plain_rf,27,single RF,original,52,10,727991,1.37364335548104e-05
plain_rf,27,single RF,original,26,9,727991,1.23627901993294e-05
plain_rf,27,single RF,original,16,8,727991,1.09891468438483e-05
plain_rf,27,single RF,original,48,8,727991,1.09891468438483e-05
plain_rf,27,single RF,original,49,7,727991,9.6155034883673e-06
plain_rf,27,single RF,original,53,6,727991,8.24186013288626e-06
plain_rf,27,single RF,original,42,4,727991,5.49457342192417e-06
plain_rf,27,single RF,original,46,3,727991,4.12093006644313e-06
plain_rf,27,single RF,original,35,2,727991,2.74728671096209e-06
plain_rf,27,single RF,original,45,1,727991,1.37364335548104e-06
plain_rf,28,single RF,original,44,24227,106483,0.227519885803368
plain_rf,28,single RF,original,47,14558,106483,0.136716658997211
plain_rf,28,single RF,original,30,10543,106483,0.0990111097546087
plain_rf,28,single RF,original,3,7787,106483,0.0731290440727628
plain_rf,28,single RF,original,40,7011,106483,0.0658414958256248
plain_rf,28,single RF,original,27,5355,106483,0.0502897176075054
plain_rf,28,single RF,original,21,2752,106483,0.0258445010001597
plain_rf,28,single RF,original,7,2504,106483,0.0235154907356104
plain_rf,28,single RF,original,49,1694,106483,0.015908642694139
plain_rf,28,single RF,original,41,1605,106483,0.0150728285266193
plain_rf,28,single RF,original,36,1038,106483,0.00974803489758929
plain_rf,28,single RF,original,10,847,106483,0.00795432134706948
plain_rf,28,single RF,original,16,526,106483,0.00493975564174563
plain_rf,28,single RF,original,33,509,106483,0.00478010574457895
plain_rf,28,single RF,original,18,438,106483,0.0041133326446475
plain_rf,28,single RF,original,5,419,106483,0.00393490040663768
plain_rf,28,single RF,original,26,330,106483,0.00309908623911798
plain_rf,28,single RF,original,46,298,106483,0.00279856878562775
plain_rf,28,single RF,original,23,243,106483,0.00228205441244142
plain_rf,28,single RF,original,37,243,106483,0.00228205441244142
plain_rf,28,single RF,original,2,237,106483,0.002225707389912
plain_rf,28,single RF,original,15,132,106483,0.00123963449564719
plain_rf,28,single RF,original,19,125,106483,0.00117389630269621
plain_rf,28,single RF,original,13,95,106483,0.000892161190049116
plain_rf,28,single RF,original,20,90,106483,0.000845205337941268
plain_rf,28,single RF,original,53,73,106483,0.000685555440774584
plain_rf,28,single RF,original,55,54,106483,0.000507123202764761
plain_rf,28,single RF,original,1,40,106483,0.000375646816862786
plain_rf,28,single RF,original,11,24,106483,0.000225388090117671
plain_rf,28,single RF,original,12,24,106483,0.000225388090117671
plain_rf,28,single RF,original,39,24,106483,0.000225388090117671
plain_rf,28,single RF,original,52,21,106483,0.000197214578852962
plain_rf,28,single RF,original,50,20,106483,0.000187823408431393
plain_rf,28,single RF,original,45,15,106483,0.000140867556323545
plain_rf,28,single RF,original,6,14,106483,0.000131476385901975
plain_rf,28,single RF,original,24,13,106483,0.000122085215480405
plain_rf,28,single RF,original,4,7,106483,6.57381929509875e-05
plain_rf,28,single RF,original,54,6,106483,5.63470225294178e-05
plain_rf,28,single RF,original,29,5,106483,4.69558521078482e-05
plain_rf,28,single RF,original,9,4,106483,3.75646816862786e-05
plain_rf,28,single RF,original,17,4,106483,3.75646816862786e-05
plain_rf,28,single RF,original,34,2,106483,1.87823408431393e-05
plain_rf,28,single RF,original,42,2,106483,1.87823408431393e-05
plain_rf,28,single RF,original,48,2,106483,1.87823408431393e-05
plain_rf,28,single RF,original,25,1,106483,9.39117042156964e-06
plain_rf,28,single RF,original,31,1,106483,9.39117042156964e-06
plain_rf,29,single RF,original,24,46332,201338,0.230120493895837
plain_rf,29,single RF,original,23,12448,201338,0.0618263815077134
plain_rf,29,single RF,original,19,3447,201338,0.0171204640952031
plain_rf,29,single RF,original,15,3045,201338,0.0151238216332734
plain_rf,29,single RF,original,33,2760,201338,0.0137082915296665
plain_rf,29,single RF,original,25,1611,201338,0.00800147016459883
plain_rf,29,single RF,original,32,853,201338,0.0042366567662339
plain_rf,29,single RF,original,35,477,201338,0.0023691503839315
plain_rf,29,single RF,original,7,163,201338,0.000809583883817263
plain_rf,29,single RF,original,45,130,201338,0.000645680398136467
plain_rf,29,single RF,original,13,98,201338,0.000486743684749029
plain_rf,29,single RF,original,38,73,201338,0.000362574377415093
plain_rf,29,single RF,original,5,71,201338,0.000352640832828378
plain_rf,29,single RF,original,12,71,201338,0.000352640832828378
plain_rf,29,single RF,original,6,61,201338,0.000302973109894804
plain_rf,29,single RF,original,27,38,201338,0.000188737347147583
plain_rf,29,single RF,original,16,33,201338,0.000163903485680796
plain_rf,29,single RF,original,31,31,201338,0.000153969941094081
plain_rf,29,single RF,original,3,30,201338,0.000149003168800723
plain_rf,29,single RF,original,20,28,201338,0.000139069624214008
plain_rf,29,single RF,original,21,25,201338,0.000124169307333936
plain_rf,29,single RF,original,53,21,201338,0.000104302218160506
plain_rf,29,single RF,original,10,18,201338,8.94019012804339e-05
plain_rf,29,single RF,original,40,13,201338,6.45680398136467e-05
plain_rf,29,single RF,original,44,13,201338,6.45680398136467e-05
plain_rf,29,single RF,original,47,13,201338,6.45680398136467e-05
plain_rf,29,single RF,original,2,12,201338,5.96012675202893e-05
plain_rf,29,single RF,original,52,9,201338,4.47009506402169e-05
plain_rf,29,single RF,original,46,6,201338,2.98006337601446e-05
plain_rf,29,single RF,original,54,6,201338,2.98006337601446e-05
plain_rf,29,single RF,original,37,5,201338,2.48338614667872e-05
plain_rf,29,single RF,original,49,5,201338,2.48338614667872e-05
plain_rf,29,single RF,original,1,3,201338,1.49003168800723e-05
plain_rf,29,single RF,original,4,3,201338,1.49003168800723e-05
plain_rf,29,single RF,original,11,3,201338,1.49003168800723e-05
plain_rf,29,single RF,original,30,3,201338,1.49003168800723e-05
plain_rf,29,single RF,original,14,2,201338,9.93354458671488e-06
plain_rf,29,single RF,original,34,2,201338,9.93354458671488e-06
plain_rf,29,single RF,original,9,1,201338,4.96677229335744e-06
plain_rf,29,single RF,original,22,1,201338,4.96677229335744e-06
plain_rf,29,single RF,original,41,1,201338,4.96677229335744e-06
plain_rf,29,single RF,original,42,1,201338,4.96677229335744e-06
plain_rf,29,single RF,original,55,1,201338,4.96677229335744e-06
plain_rf,30,single RF,original,44,66857,459938,0.145360896468654
plain_rf,30,single RF,original,21,61081,459938,0.132802682100631
plain_rf,30,single RF,original,40,33518,459938,0.0728750396792611
plain_rf,30,single RF,original,49,20000,459938,0.0434841217729346
plain_rf,30,single RF,original,47,16094,459938,0.0349916727906805
plain_rf,30,single RF,original,26,5237,459938,0.0113863172862429
plain_rf,30,single RF,original,41,1851,459938,0.0040244554700851
plain_rf,30,single RF,original,28,1715,459938,0.00372876344202914
plain_rf,30,single RF,original,36,890,459938,0.00193504341889559
plain_rf,30,single RF,original,10,695,459938,0.00151107323160948
plain_rf,30,single RF,original,3,657,459938,0.0014284534002409
plain_rf,30,single RF,original,46,623,459938,0.00135453039322691
plain_rf,30,single RF,original,37,603,459938,0.00131104627145398
plain_rf,30,single RF,original,53,443,459938,0.000963173297270502
plain_rf,30,single RF,original,6,350,459938,0.000760972131026356
plain_rf,30,single RF,original,5,336,459938,0.000730533245785302
plain_rf,30,single RF,original,39,297,459938,0.000645739208328079
plain_rf,30,single RF,original,7,201,459938,0.000437015423817993
plain_rf,30,single RF,original,2,138,459938,0.000300040440233249
plain_rf,30,single RF,original,4,107,459938,0.0002326400514852
plain_rf,30,single RF,original,45,102,459938,0.000221769021041967
plain_rf,30,single RF,original,15,98,459938,0.00021307219668738
plain_rf,30,single RF,original,27,91,459938,0.000197852754066852
plain_rf,30,single RF,original,13,57,459938,0.000123929747052864
plain_rf,30,single RF,original,16,42,459938,9.13166557231627e-05
plain_rf,30,single RF,original,33,30,459938,6.52261826594019e-05
plain_rf,30,single RF,original,48,22,459938,4.78325339502281e-05
plain_rf,30,single RF,original,34,21,459938,4.56583278615813e-05
plain_rf,30,single RF,original,18,14,459938,3.04388852410542e-05
plain_rf,30,single RF,original,20,14,459938,3.04388852410542e-05
plain_rf,30,single RF,original,31,11,459938,2.3916266975114e-05
plain_rf,30,single RF,original,1,10,459938,2.17420608864673e-05
plain_rf,30,single RF,original,11,10,459938,2.17420608864673e-05
plain_rf,30,single RF,original,19,10,459938,2.17420608864673e-05
plain_rf,30,single RF,original,12,8,459938,1.73936487091738e-05
plain_rf,30,single RF,original,24,7,459938,1.52194426205271e-05
plain_rf,30,single RF,original,50,5,459938,1.08710304432337e-05
plain_rf,30,single RF,original,54,4,459938,8.69682435458692e-06
plain_rf,30,single RF,original,23,3,459938,6.52261826594019e-06
plain_rf,30,single RF,original,25,3,459938,6.52261826594019e-06
plain_rf,30,single RF,original,29,3,459938,6.52261826594019e-06
plain_rf,30,single RF,original,22,1,459938,2.17420608864673e-06
plain_rf,30,single RF,original,52,1,459938,2.17420608864673e-06
