method,predicted_zone,model_family,model_version,original_zone,pixels,predicted_total,share_of_prediction
plain_rf,14,single RF,original,49,2,88593,2.2575147020645e-05
plain_rf,14,single RF,original,26,1,88593,1.12875735103225e-05
plain_rf,14,single RF,original,50,1,88593,1.12875735103225e-05
plain_rf,15,single RF,original,27,20955,255336,0.0820683334899897
plain_rf,15,single RF,original,13,18518,255336,0.0725240467462481
plain_rf,15,single RF,original,19,18210,255336,0.0713177930256603
plain_rf,15,single RF,original,23,16898,255336,0.0661794654886111
plain_rf,15,single RF,original,24,11668,255336,0.0456966506877213
plain_rf,15,single RF,original,12,7207,255336,0.0282255537801172
plain_rf,15,single RF,original,33,4404,255336,0.0172478616411317
plain_rf,15,single RF,original,29,3711,255336,0.0145337907698092
plain_rf,15,single RF,original,7,3489,255336,0.0136643481530219
plain_rf,15,single RF,original,25,3457,255336,0.0135390230911427
plain_rf,15,single RF,original,3,2127,255336,0.00833020020678635
plain_rf,15,single RF,original,5,1927,255336,0.00754691857004104
plain_rf,15,single RF,original,32,1605,255336,0.0062858351348811
plain_rf,15,single RF,original,4,1506,255336,0.00589811072469217
plain_rf,15,single RF,original,11,1295,255336,0.00507174859792587
plain_rf,15,single RF,original,6,1216,255336,0.00476235235141147
plain_rf,15,single RF,original,16,655,255336,0.00256524736034088
plain_rf,15,single RF,original,14,597,255336,0.00233809568568474
plain_rf,15,single RF,original,31,288,255336,0.00112792555691324
plain_rf,15,single RF,original,38,226,255336,0.000885108249522198
plain_rf,15,single RF,original,42,111,255336,0.000434721308393646
plain_rf,15,single RF,original,20,72,255336,0.000281981389228311
plain_rf,15,single RF,original,28,63,255336,0.000246733715574772
plain_rf,15,single RF,original,35,50,255336,0.000195820409186327
plain_rf,15,single RF,original,37,38,255336,0.000148823510981609
plain_rf,15,single RF,original,41,37,255336,0.000144907102797882
plain_rf,15,single RF,original,10,30,255336,0.000117492245511796
plain_rf,15,single RF,original,53,28,255336,0.000109659429144343
plain_rf,15,single RF,original,21,22,255336,8.61609800419839e-05
plain_rf,15,single RF,original,44,19,255336,7.44117554908043e-05
plain_rf,15,single RF,original,30,14,255336,5.48297145721716e-05
plain_rf,15,single RF,original,40,13,255336,5.0913306388445e-05
plain_rf,15,single RF,original,2,10,255336,3.91640818372654e-05
plain_rf,15,single RF,original,52,7,255336,2.74148572860858e-05
plain_rf,15,single RF,original,26,6,255336,2.34984491023592e-05
plain_rf,15,single RF,original,46,6,255336,2.34984491023592e-05
plain_rf,15,single RF,original,18,5,255336,1.95820409186327e-05
plain_rf,15,single RF,original,1,4,255336,1.56656327349062e-05
plain_rf,15,single RF,original,34,4,255336,1.56656327349062e-05
plain_rf,15,single RF,original,47,4,255336,1.56656327349062e-05
plain_rf,15,single RF,original,49,2,255336,7.83281636745308e-06
plain_rf,15,single RF,original,9,1,255336,3.91640818372654e-06
plain_rf,16,single RF,original,20,52416,711637,0.0736555294342481
plain_rf,16,single RF,original,31,49147,711637,0.0690618953202265
plain_rf,16,single RF,original,18,23659,711637,0.0332458823810454
plain_rf,16,single RF,original,46,8678,711637,0.0121944193458182
plain_rf,16,single RF,original,13,7291,711637,0.0102453919624753
plain_rf,16,single RF,original,2,4475,711637,0.00628831834207609
plain_rf,16,single RF,original,19,3544,711637,0.00498006708476372
plain_rf,16,single RF,original,5,3405,711637,0.00478474278318862
plain_rf,16,single RF,original,22,3363,711637,0.00472572392947528
plain_rf,16,single RF,original,25,2669,711637,0.00375050763240247
plain_rf,16,single RF,original,10,2080,711637,0.00292283846961302
plain_rf,16,single RF,original,45,1012,711637,0.00142207333233095
plain_rf,16,single RF,original,4,724,711637,0.00101737262115376
plain_rf,16,single RF,original,24,677,711637,0.00095132771342693
plain_rf,16,single RF,original,11,541,711637,0.000760219044259925
plain_rf,16,single RF,original,33,377,711637,0.00052976447261736
plain_rf,16,single RF,original,42,372,711637,0.000522738418603867
plain_rf,16,single RF,original,43,348,711637,0.000489013359339101
plain_rf,16,single RF,original,7,240,711637,0.000337250592647656
plain_rf,16,single RF,original,15,177,711637,0.000248722312077646
plain_rf,16,single RF,original,44,149,711637,0.000209376409602086
plain_rf,16,single RF,original,23,124,711637,0.000174246139534622
plain_rf,16,single RF,original,39,84,711637,0.00011803770742668
plain_rf,16,single RF,original,6,59,711637,8.29074373592154e-05
plain_rf,16,single RF,original,3,50,711637,7.02605401349284e-05
plain_rf,16,single RF,original,1,41,711637,5.76136429106412e-05
plain_rf,16,single RF,original,28,37,711637,5.1992799699847e-05
plain_rf,16,single RF,original,35,32,711637,4.49667456863541e-05
plain_rf,16,single RF,original,27,27,711637,3.79406916728613e-05
plain_rf,16,single RF,original,37,27,711637,3.79406916728613e-05
plain_rf,16,single RF,original,21,25,711637,3.51302700674642e-05
plain_rf,16,single RF,original,32,23,711637,3.2319848462067e-05
plain_rf,16,single RF,original,53,16,711637,2.24833728431771e-05
plain_rf,16,single RF,original,12,15,711637,2.10781620404785e-05
plain_rf,16,single RF,original,47,13,711637,1.82677404350814e-05
plain_rf,16,single RF,original,41,9,711637,1.26468972242871e-05
plain_rf,16,single RF,original,49,9,711637,1.26468972242871e-05
plain_rf,16,single RF,original,52,9,711637,1.26468972242871e-05
plain_rf,16,single RF,original,30,6,711637,8.4312648161914e-06
plain_rf,16,single RF,original,40,6,711637,8.4312648161914e-06
plain_rf,16,single RF,original,9,3,711637,4.2156324080957e-06
plain_rf,16,single RF,original,29,3,711637,4.2156324080957e-06
plain_rf,16,single RF,original,54,2,711637,2.81042160539713e-06
plain_rf,16,single RF,original,17,1,711637,1.40521080269857e-06
plain_rf,16,single RF,original,34,1,711637,1.40521080269857e-06
plain_rf,16,single RF,original,36,1,711637,1.40521080269857e-06
plain_rf,17,single RF,original,16,3344,7237,0.462069918474506
plain_rf,17,single RF,original,20,519,7237,0.0717147989498411
plain_rf,17,single RF,original,5,476,7237,0.0657731104048639
plain_rf,17,single RF,original,2,405,7237,0.0559624153654829
plain_rf,17,single RF,original,4,331,7237,0.0457371839159873
plain_rf,17,single RF,original,18,117,7237,0.0161669199944728
plain_rf,17,single RF,original,15,95,7237,0.0131269863202985
plain_rf,17,single RF,original,13,94,7237,0.0129888075169269
plain_rf,17,single RF,original,1,49,7237,0.00677076136520658
plain_rf,17,single RF,original,22,41,7237,0.00566533093823408
plain_rf,17,single RF,original,21,29,7237,0.00400718529777532
plain_rf,17,single RF,original,27,28,7237,0.00386900649440376
plain_rf,17,single RF,original,19,23,7237,0.00317811247754594
plain_rf,17,single RF,original,6,20,7237,0.00276357606743126
plain_rf,17,single RF,original,3,19,7237,0.00262539726405969
plain_rf,17,single RF,original,53,17,7237,0.00234903965731657
plain_rf,17,single RF,original,44,16,7237,0.002210860853945
plain_rf,17,single RF,original,23,14,7237,0.00193450324720188
plain_rf,17,single RF,original,47,12,7237,0.00165814564045875
plain_rf,17,single RF,original,30,9,7237,0.00124360923034407
plain_rf,17,single RF,original,49,9,7237,0.00124360923034407
plain_rf,17,single RF,original,12,8,7237,0.0011054304269725
plain_rf,17,single RF,original,40,8,7237,0.0011054304269725
plain_rf,17,single RF,original,11,7,7237,0.00096725162360094
plain_rf,17,single RF,original,52,7,7237,0.00096725162360094
plain_rf,17,single RF,original,10,6,7237,0.000829072820229377
plain_rf,17,single RF,original,24,6,7237,0.000829072820229377
plain_rf,17,single RF,original,29,6,7237,0.000829072820229377
plain_rf,17,single RF,original,7,3,7237,0.000414536410114688
plain_rf,17,single RF,original,46,3,7237,0.000414536410114688
plain_rf,17,single RF,original,9,2,7237,0.000276357606743126
plain_rf,17,single RF,original,54,2,7237,0.000276357606743126
plain_rf,17,single RF,original,25,1,7237,0.000138178803371563
plain_rf,17,single RF,original,31,1,7237,0.000138178803371563
plain_rf,17,single RF,original,37,1,7237,0.000138178803371563
plain_rf,18,single RF,original,16,65732,162932,0.403432106645717
plain_rf,18,single RF,original,31,10325,162932,0.063369994844475
plain_rf,18,single RF,original,46,8553,162932,0.0524942920973167
plain_rf,18,single RF,original,13,6539,162932,0.0401333071465397
plain_rf,18,single RF,original,10,6388,162932,0.0392065401517197
plain_rf,18,single RF,original,2,4889,162932,0.0300063830309577
plain_rf,18,single RF,original,20,2664,162932,0.0163503792993396
plain_rf,18,single RF,original,3,1582,162932,0.00970957209142464
plain_rf,18,single RF,original,23,1351,162932,0.00829180271524317
plain_rf,18,single RF,original,24,1318,162932,0.00808926423293153
plain_rf,18,single RF,original,25,1164,162932,0.00714408464881055
plain_rf,18,single RF,original,7,1122,162932,0.00688630839859573
plain_rf,18,single RF,original,44,1038,162932,0.00637075589816611
plain_rf,18,single RF,original,28,764,162932,0.0046890727420028
plain_rf,18,single RF,original,33,727,162932,0.00446198414062308
plain_rf,18,single RF,original,5,646,162932,0.00396484422949451
plain_rf,18,single RF,original,19,496,162932,0.00304421476444161
plain_rf,18,single RF,original,39,265,162932,0.00162644538826013
plain_rf,18,single RF,original,11,196,162932,0.0012029558343358
plain_rf,18,single RF,original,1,193,162932,0.00118454324503474
plain_rf,18,single RF,original,37,180,162932,0.00110475535806349
plain_rf,18,single RF,original,4,147,162932,0.000902216875751847
plain_rf,18,single RF,original,15,118,162932,0.000724228512508286
plain_rf,18,single RF,original,32,104,162932,0.000638303095770015
plain_rf,18,single RF,original,22,99,162932,0.000607615446934918
plain_rf,18,single RF,original,6,83,162932,0.000509414970662608
plain_rf,18,single RF,original,45,69,162932,0.000423489553924337
plain_rf,18,single RF,original,30,48,162932,0.00029460142881693
plain_rf,18,single RF,original,27,44,162932,0.000270051309748852
plain_rf,18,single RF,original,42,38,162932,0.000233226131146736
plain_rf,18,single RF,original,21,32,162932,0.00019640095254462
plain_rf,18,single RF,original,53,21,162932,0.000128888125107407
plain_rf,18,single RF,original,41,20,162932,0.000122750595340387
plain_rf,18,single RF,original,47,18,162932,0.000110475535806349
plain_rf,18,single RF,original,12,15,162932,9.20629465052906e-05
plain_rf,18,single RF,original,40,15,162932,9.20629465052906e-05
plain_rf,18,single RF,original,43,14,162932,8.59254167382712e-05
plain_rf,18,single RF,original,49,8,162932,4.9100238136155e-05
plain_rf,18,single RF,original,52,8,162932,4.9100238136155e-05
plain_rf,18,single RF,original,34,7,162932,4.29627083691356e-05
plain_rf,18,single RF,original,36,6,162932,3.68251786021162e-05
plain_rf,18,single RF,original,35,5,162932,3.06876488350969e-05
plain_rf,18,single RF,original,9,4,162932,2.45501190680775e-05
plain_rf,18,single RF,original,54,4,162932,2.45501190680775e-05
plain_rf,18,single RF,original,29,3,162932,1.84125893010581e-05
plain_rf,18,single RF,original,48,2,162932,1.22750595340387e-05
plain_rf,18,single RF,original,17,1,162932,6.13752976701937e-06
plain_rf,18,single RF,original,50,1,162932,6.13752976701937e-06
plain_rf,19,single RF,original,23,20694,582276,0.0355398470828267
plain_rf,19,single RF,original,24,12487,582276,0.0214451565924064
plain_rf,19,single RF,original,15,6352,582276,0.0109089160466858
plain_rf,19,single RF,original,29,1878,582276,0.00322527461203965
plain_rf,19,single RF,original,31,1709,582276,0.00293503424492852
plain_rf,19,single RF,original,27,1670,582276,0.00286805569867211
plain_rf,19,single RF,original,42,658,582276,0.00113004829324925
plain_rf,19,single RF,original,32,545,582276,0.000935982248967843
plain_rf,19,single RF,original,22,518,582276,0.000889612486174941
plain_rf,19,single RF,original,14,477,582276,0.000819199142674608
plain_rf,19,single RF,original,38,457,582276,0.000784851170235421
plain_rf,19,single RF,original,20,454,582276,0.000779698974369543
plain_rf,19,single RF,original,7,392,582276,0.000673220259808064
plain_rf,19,single RF,original,16,371,582276,0.000637154888746917
plain_rf,19,single RF,original,13,277,582276,0.000475719418282739
plain_rf,19,single RF,original,12,96,582276,0.000164870267708097
plain_rf,19,single RF,original,44,92,582276,0.00015800067322026
plain_rf,19,single RF,original,25,67,582276,0.000115065707671276
plain_rf,19,single RF,original,35,35,582276,6.01089517685771e-05
plain_rf,19,single RF,original,21,32,582276,5.49567559026991e-05
plain_rf,19,single RF,original,4,29,582276,4.9804560036821e-05
plain_rf,19,single RF,original,33,25,582276,4.29349655489836e-05
plain_rf,19,single RF,original,3,24,582276,4.12175669270243e-05
plain_rf,19,single RF,original,6,22,582276,3.77827696831056e-05
plain_rf,19,single RF,original,47,16,582276,2.74783779513495e-05
plain_rf,19,single RF,original,10,12,582276,2.06087834635122e-05
plain_rf,19,single RF,original,53,12,582276,2.06087834635122e-05
plain_rf,19,single RF,original,28,9,582276,1.54565875976341e-05
plain_rf,19,single RF,original,43,8,582276,1.37391889756748e-05
plain_rf,19,single RF,original,49,8,582276,1.37391889756748e-05
plain_rf,19,single RF,original,5,7,582276,1.20217903537154e-05
plain_rf,19,single RF,original,11,7,582276,1.20217903537154e-05
plain_rf,19,single RF,original,37,7,582276,1.20217903537154e-05
plain_rf,19,single RF,original,52,7,582276,1.20217903537154e-05
plain_rf,19,single RF,original,46,6,582276,1.03043917317561e-05
plain_rf,19,single RF,original,2,5,582276,8.58699310979673e-06
plain_rf,19,single RF,original,18,5,582276,8.58699310979673e-06
plain_rf,19,single RF,original,30,5,582276,8.58699310979673e-06
plain_rf,19,single RF,original,40,5,582276,8.58699310979673e-06
plain_rf,19,single RF,original,54,5,582276,8.58699310979673e-06
plain_rf,19,single RF,original,1,4,582276,6.86959448783738e-06
plain_rf,19,single RF,original,9,3,582276,5.15219586587804e-06
plain_rf,19,single RF,original,17,2,582276,3.43479724391869e-06
plain_rf,19,single RF,original,26,1,582276,1.71739862195935e-06
plain_rf,19,single RF,original,34,1,582276,1.71739862195935e-06
plain_rf,19,single RF,original,41,1,582276,1.71739862195935e-06
plain_rf,20,single RF,original,16,79120,417936,0.18931128211018
plain_rf,20,single RF,original,31,45585,417936,0.10907172390031
plain_rf,20,single RF,original,19,39854,417936,0.0953590980437196
plain_rf,20,single RF,original,42,11795,417936,0.0282220244247923
plain_rf,20,single RF,original,25,2479,417936,0.00593153018644003
plain_rf,20,single RF,original,22,2160,417936,0.0051682554266682
plain_rf,20,single RF,original,24,1953,417936,0.0046729642816125
plain_rf,20,single RF,original,10,1873,417936,0.00448154741395812
plain_rf,20,single RF,original,46,1790,417936,0.0042829524137667
plain_rf,20,single RF,original,13,1583,417936,0.003787661268711
plain_rf,20,single RF,original,18,1537,417936,0.00367759656980973
plain_rf,20,single RF,original,5,705,417936,0.0016868611462042
plain_rf,20,single RF,original,23,435,417936,0.00104082921787068
plain_rf,20,single RF,original,33,406,417936,0.000971440603345967
plain_rf,20,single RF,original,11,343,417936,0.000820699820068144
plain_rf,20,single RF,original,2,315,417936,0.000753703916389112
plain_rf,20,single RF,original,45,287,417936,0.00068670801271008
plain_rf,20,single RF,original,7,222,417936,0.000531181807740898
plain_rf,20,single RF,original,4,176,417936,0.000421117108839631
plain_rf,20,single RF,original,15,167,417936,0.000399582711228514
plain_rf,20,single RF,original,32,110,417936,0.000263198193024769
plain_rf,20,single RF,original,44,72,417936,0.00017227518088894
plain_rf,20,single RF,original,43,45,417936,0.000107671988055587
plain_rf,20,single RF,original,28,31,417936,7.41740362160714e-05
plain_rf,20,single RF,original,29,29,417936,6.93886145247119e-05
plain_rf,20,single RF,original,27,26,417936,6.22104819876728e-05
plain_rf,20,single RF,original,40,24,417936,5.74250602963133e-05
plain_rf,20,single RF,original,21,21,417936,5.02469277592742e-05
plain_rf,20,single RF,original,49,20,417936,4.78542169135944e-05
plain_rf,20,single RF,original,47,19,417936,4.54615060679147e-05
plain_rf,20,single RF,original,1,17,417936,4.06760843765553e-05
plain_rf,20,single RF,original,53,17,417936,4.06760843765553e-05
plain_rf,20,single RF,original,6,16,417936,3.82833735308755e-05
plain_rf,20,single RF,original,39,12,417936,2.87125301481567e-05
plain_rf,20,single RF,original,3,11,417936,2.63198193024769e-05
plain_rf,20,single RF,original,12,8,417936,1.91416867654378e-05
plain_rf,20,single RF,original,30,6,417936,1.43562650740783e-05
plain_rf,20,single RF,original,54,6,417936,1.43562650740783e-05
plain_rf,20,single RF,original,52,5,417936,1.19635542283986e-05
plain_rf,20,single RF,original,37,2,417936,4.78542169135944e-06
plain_rf,20,single RF,original,50,2,417936,4.78542169135944e-06
plain_rf,20,single RF,original,9,1,417936,2.39271084567972e-06
plain_rf,21,single RF,original,30,55498,525199,0.105670422068587
plain_rf,21,single RF,original,44,32059,525199,0.0610416242224376
plain_rf,21,single RF,original,40,27866,525199,0.0530579837356888
plain_rf,21,single RF,original,47,8467,525199,0.0161215082283097
plain_rf,21,single RF,original,49,3766,525199,0.0071706153286659
plain_rf,21,single RF,original,53,2226,525199,0.00423839344705531
plain_rf,21,single RF,original,26,1631,525199,0.00310548953825122
plain_rf,21,single RF,original,6,1627,525199,0.00309787337751976
plain_rf,21,single RF,original,5,1291,525199,0.00245811587607745
plain_rf,21,single RF,original,37,826,525199,0.00157273719104568
plain_rf,21,single RF,original,7,802,525199,0.00152704022665694
plain_rf,21,single RF,original,28,667,525199,0.0012699948019703
plain_rf,21,single RF,original,41,447,525199,0.000851105961740217
plain_rf,21,single RF,original,36,309,525199,0.000588348416504982
plain_rf,21,single RF,original,3,256,525199,0.000487434286813189
plain_rf,21,single RF,original,4,197,525199,0.000375095916024212
plain_rf,21,single RF,original,54,170,525199,0.000323686831086883
plain_rf,21,single RF,original,1,97,525199,0.00018469189773781
plain_rf,21,single RF,original,15,96,525199,0.000182787857554946
plain_rf,21,single RF,original,27,63,525199,0.000119954531520433
plain_rf,21,single RF,original,48,51,525199,9.7106049326065e-05
plain_rf,21,single RF,original,20,31,525199,5.90252456687846e-05
plain_rf,21,single RF,original,10,29,525199,5.52171653030566e-05
plain_rf,21,single RF,original,52,26,525199,4.95050447544645e-05
plain_rf,21,single RF,original,46,22,525199,4.18888840230084e-05
plain_rf,21,single RF,original,19,19,525199,3.61767634744164e-05
plain_rf,21,single RF,original,2,12,525199,2.28484821943682e-05
plain_rf,21,single RF,original,50,11,525199,2.09444420115042e-05
plain_rf,21,single RF,original,12,9,525199,1.71363616457762e-05
plain_rf,21,single RF,original,55,8,525199,1.52323214629122e-05
plain_rf,21,single RF,original,11,7,525199,1.33282812800481e-05
plain_rf,21,single RF,original,13,5,525199,9.52020091432009e-06
plain_rf,21,single RF,original,16,5,525199,9.52020091432009e-06
plain_rf,21,single RF,original,24,5,525199,9.52020091432009e-06
plain_rf,21,single RF,original,45,4,525199,7.61616073145608e-06
plain_rf,21,single RF,original,25,3,525199,5.71212054859206e-06
plain_rf,21,single RF,original,23,2,525199,3.80808036572804e-06
plain_rf,21,single RF,original,29,2,525199,3.80808036572804e-06
plain_rf,21,single RF,original,17,1,525199,1.90404018286402e-06
plain_rf,21,single RF,original,31,1,525199,1.90404018286402e-06
plain_rf,21,single RF,original,32,1,525199,1.90404018286402e-06
plain_rf,21,single RF,original,33,1,525199,1.90404018286402e-06
plain_rf,22,single RF,original,16,23874,102103,0.233822708441476
plain_rf,22,single RF,original,31,22910,102103,0.224381262058901
plain_rf,22,single RF,original,20,11647,102103,0.114071085080752
plain_rf,22,single RF,original,19,4043,102103,0.039597269424013
plain_rf,22,single RF,original,13,2333,102103,0.0228494755296123
plain_rf,22,single RF,original,12,1450,102103,0.0142013456999305
plain_rf,22,single RF,original,42,1278,102103,0.0125167722789732
plain_rf,22,single RF,original,24,828,102103,0.00810945809623616
plain_rf,22,single RF,original,5,735,102103,0.00719861316513717
plain_rf,22,single RF,original,3,625,102103,0.00612126969824589
plain_rf,22,single RF,original,25,526,102103,0.00515166057804374
plain_rf,22,single RF,original,18,507,102103,0.00496557397921707
plain_rf,22,single RF,original,4,321,102103,0.00314388411701909
plain_rf,22,single RF,original,2,256,102103,0.00250727206840152
plain_rf,22,single RF,original,6,142,102103,0.00139075247544147
plain_rf,22,single RF,original,11,134,102103,0.00131240022330392
plain_rf,22,single RF,original,23,125,102103,0.00122425393964918
plain_rf,22,single RF,original,15,93,102103,0.000910844931098988
plain_rf,22,single RF,original,21,31,102103,0.000303614977032996
plain_rf,22,single RF,original,7,28,102103,0.000274232882481416
plain_rf,22,single RF,original,27,28,102103,0.000274232882481416
plain_rf,22,single RF,original,44,24,102103,0.000235056756412642
plain_rf,22,single RF,original,53,19,102103,0.000186086598826675
plain_rf,22,single RF,original,47,18,102103,0.000176292567309482
plain_rf,22,single RF,original,46,17,102103,0.000166498535792288
plain_rf,22,single RF,original,10,12,102103,0.000117528378206321
plain_rf,22,single RF,original,30,10,102103,9.79403151719342e-05
plain_rf,22,single RF,original,29,8,102103,7.83522521375474e-05
plain_rf,22,single RF,original,49,7,102103,6.8558220620354e-05
plain_rf,22,single RF,original,40,4,102103,3.91761260687737e-05
plain_rf,22,single RF,original,52,3,102103,2.93820945515803e-05
plain_rf,22,single RF,original,54,3,102103,2.93820945515803e-05
plain_rf,22,single RF,original,1,2,102103,1.95880630343868e-05
plain_rf,22,single RF,original,37,2,102103,1.95880630343868e-05
plain_rf,22,single RF,original,17,1,102103,9.79403151719342e-06
plain_rf,22,single RF,original,34,1,102103,9.79403151719342e-06
plain_rf,22,single RF,original,45,1,102103,9.79403151719342e-06
plain_rf,22,single RF,original,48,1,102103,9.79403151719342e-06
plain_rf,23,single RF,original,24,62383,331482,0.188194230757628
plain_rf,23,single RF,original,19,35732,331482,0.107794691717801
plain_rf,23,single RF,original,15,13219,331482,0.0398784851062803
plain_rf,23,single RF,original,29,7156,331482,0.021587899192113
plain_rf,23,single RF,original,27,4473,331482,0.0134939453725994
plain_rf,23,single RF,original,33,3243,331482,0.0097833366517639
plain_rf,23,single RF,original,32,2663,331482,0.00803361871836178
plain_rf,23,single RF,original,7,2055,331482,0.00619943164334715
plain_rf,23,single RF,original,25,1581,331482,0.00476948974604956
plain_rf,23,single RF,original,12,822,331482,0.00247977265733886
plain_rf,23,single RF,original,14,755,331482,0.00227765006848034
plain_rf,23,single RF,original,35,686,331482,0.00206949396950664
plain_rf,23,single RF,original,38,678,331482,0.00204535992904592
plain_rf,23,single RF,original,31,403,331482,0.00121575228820871
plain_rf,23,single RF,original,6,298,331482,0.000898993007161777
plain_rf,23,single RF,original,13,190,331482,0.000573183460942072
plain_rf,23,single RF,original,3,172,331482,0.000518881869905455
plain_rf,23,single RF,original,16,166,331482,0.000500781339559916
plain_rf,23,single RF,original,4,154,331482,0.000464580278868838
plain_rf,23,single RF,original,5,114,331482,0.000343910076565243
plain_rf,23,single RF,original,28,109,331482,0.000328826301277294
plain_rf,23,single RF,original,26,85,331482,0.000256424179895138
plain_rf,23,single RF,original,39,80,331482,0.000241340404607188
plain_rf,23,single RF,original,42,53,331482,0.000159888018052262
plain_rf,23,single RF,original,20,39,331482,0.000117653447246004
plain_rf,23,single RF,original,11,30,331482,9.05026517276956e-05
plain_rf,23,single RF,original,21,27,331482,8.14523865549261e-05
plain_rf,23,single RF,original,18,22,331482,6.63686112669768e-05
plain_rf,23,single RF,original,53,19,331482,5.73183460942072e-05
plain_rf,23,single RF,original,44,18,331482,5.43015910366174e-05
plain_rf,23,single RF,original,10,15,331482,4.52513258638478e-05
plain_rf,23,single RF,original,30,12,331482,3.62010606910783e-05
plain_rf,23,single RF,original,47,11,331482,3.31843056334884e-05
plain_rf,23,single RF,original,2,9,331482,2.71507955183087e-05
plain_rf,23,single RF,original,40,7,331482,2.1117285403129e-05
plain_rf,23,single RF,original,49,6,331482,1.81005303455391e-05
plain_rf,23,single RF,original,52,6,331482,1.81005303455391e-05
plain_rf,23,single RF,original,37,5,331482,1.50837752879493e-05
plain_rf,23,single RF,original,46,4,331482,1.20670202303594e-05
plain_rf,23,single RF,original,54,4,331482,1.20670202303594e-05
plain_rf,23,single RF,original,9,2,331482,6.03351011517971e-06
plain_rf,23,single RF,original,17,2,331482,6.03351011517971e-06
plain_rf,23,single RF,original,34,2,331482,6.03351011517971e-06
plain_rf,23,single RF,original,1,1,331482,3.01675505758985e-06
plain_rf,23,single RF,original,50,1,331482,3.01675505758985e-06
plain_rf,24,single RF,original,23,45786,692032,0.0661616803847221
plain_rf,24,single RF,original,19,18378,692032,0.0265565754184778
plain_rf,24,single RF,original,25,16049,692032,0.0231911241098678
plain_rf,24,single RF,original,29,14821,692032,0.0214166396929622
plain_rf,24,single RF,original,33,9698,692032,0.0140138028299269
plain_rf,24,single RF,original,13,8389,692032,0.01212227180246
plain_rf,24,single RF,original,15,5578,692032,0.00806032091001572
plain_rf,24,single RF,original,32,5289,692032,0.00764271016369185
plain_rf,24,single RF,original,27,4296,692032,0.00620780541940257
plain_rf,24,single RF,original,31,4274,692032,0.00617601498196615
plain_rf,24,single RF,original,12,3023,692032,0.00436829510774068
plain_rf,24,single RF,original,7,2818,692032,0.0040720660316286
plain_rf,24,single RF,original,35,2290,692032,0.00330909553315454
plain_rf,24,single RF,original,42,1879,692032,0.00271519236104689
plain_rf,24,single RF,original,3,1452,692032,0.00209816887080366
plain_rf,24,single RF,original,5,1034,692032,0.0014941505595117
plain_rf,24,single RF,original,6,888,692032,0.00128317765652455
plain_rf,24,single RF,original,20,633,692032,0.000914697586238787
plain_rf,24,single RF,original,14,499,692032,0.000721064921853325
plain_rf,24,single RF,original,16,473,692032,0.000683494404883011
plain_rf,24,single RF,original,11,395,692032,0.000570782853972071
plain_rf,24,single RF,original,38,357,692032,0.000515872098400074
plain_rf,24,single RF,original,45,317,692032,0.00045807130306113
plain_rf,24,single RF,original,18,232,692032,0.000335244612965874
plain_rf,24,single RF,original,22,188,692032,0.000271663738093036
plain_rf,24,single RF,original,2,137,692032,0.000197967724035883
plain_rf,24,single RF,original,43,45,692032,6.50258947563119e-05
plain_rf,24,single RF,original,21,26,692032,3.75705169703135e-05
plain_rf,24,single RF,original,44,25,692032,3.61254970868399e-05
plain_rf,24,single RF,original,10,23,692032,3.32354573198927e-05
plain_rf,24,single RF,original,28,20,692032,2.89003976694719e-05
plain_rf,24,single RF,original,40,13,692032,1.87852584851568e-05
plain_rf,24,single RF,original,53,13,692032,1.87852584851568e-05
plain_rf,24,single RF,original,47,12,692032,1.73402386016832e-05
plain_rf,24,single RF,original,4,8,692032,1.15601590677888e-05
plain_rf,24,single RF,original,46,8,692032,1.15601590677888e-05
plain_rf,24,single RF,original,49,8,692032,1.15601590677888e-05
plain_rf,24,single RF,original,52,6,692032,8.67011930084158e-06
plain_rf,24,single RF,original,54,6,692032,8.67011930084158e-06
plain_rf,24,single RF,original,30,3,692032,4.33505965042079e-06
plain_rf,24,single RF,original,1,2,692032,2.89003976694719e-06
plain_rf,24,single RF,original,26,2,692032,2.89003976694719e-06
plain_rf,24,single RF,original,37,2,692032,2.89003976694719e-06
plain_rf,24,single RF,original,39,2,692032,2.89003976694719e-06
plain_rf,24,single RF,original,50,2,692032,2.89003976694719e-06
plain_rf,24,single RF,original,9,1,692032,1.4450198834736e-06
plain_rf,24,single RF,original,17,1,692032,1.4450198834736e-06
plain_rf,24,single RF,original,34,1,692032,1.4450198834736e-06
plain_rf,25,single RF,original,24,52513,307102,0.170995304491667
plain_rf,25,single RF,original,13,35163,307102,0.114499417131767
plain_rf,25,single RF,original,31,25112,307102,0.0817708774283463
plain_rf,25,single RF,original,33,6222,307102,0.0202603695189221
plain_rf,25,single RF,original,15,4609,307102,0.0150080429303619
plain_rf,25,single RF,original,7,3928,307102,0.012790538648397
plain_rf,25,single RF,original,16,3167,307102,0.0103125345976255
plain_rf,25,single RF,original,32,3015,307102,0.00981758503689328
plain_rf,25,single RF,original,12,2584,307102,0.0084141425324485
plain_rf,25,single RF,original,42,2123,307102,0.0069130126147013
plain_rf,25,single RF,original,23,1690,307102,0.00550305761603637
plain_rf,25,single RF,original,11,1560,307102,0.00507974549172588
plain_rf,25,single RF,original,18,1518,307102,0.00494298311310249
plain_rf,25,single RF,original,20,1220,307102,0.00397262147429844
plain_rf,25,single RF,original,5,1138,307102,0.00370560921127183
