method,method_label,scenario,period,ssp,zoneID,suitable_area_km2,dual_threshold,calculation_source
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,30,1033842.62573032,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,31,920668.777563355,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,32,305974.847972793,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,33,628747.214367786,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,34,144878.735903604,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,35,32409.6975038168,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,36,206414.110231934,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,37,237958.329351503,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,38,3920.03974654458,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,39,347468.717332441,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,40,1772243.16088516,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,41,310460.054694312,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,42,163685.202611339,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,43,9284.29209727379,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,44,1532686.62034078,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,45,428362.516529164,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,46,885866.322811918,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,47,532540.669975429,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,48,60338.9670106915,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,49,701884.990469238,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,50,117016.426961648,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,52,141057.95402775,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,53,353714.725716609,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,54,33452.6561999018,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,55,88274.2755354023,0.4,existing_dual_rasters_no_reranking
