method,scenario,Species,PopulationID,source_zone,new_area_km2,old_area_km2,relative_error
rf_var,2041-2070SSP245,querVar,querVar-Zone28,28,49002.2224662336,49002.2224662344,1.67784881791691e-14
rf_var,2041-2070SSP245,querVar,querVar-Zone3,3,271632.094911422,271632.094911442,7.47867208601513e-14
rf_var,2041-2070SSP245,querVar,querVar-Zone30,30,164845.396169835,164845.396169932,5.87919090691602e-13
rf_var,2041-2070SSP245,querVar,querVar-Zone33,33,345045.514816102,345045.514816,2.94711217069593e-13
rf_var,2041-2070SSP245,querVar,querVar-Zone36,36,48337.0683932698,48337.0683932695,6.32206772056235e-15
rf_var,2041-2070SSP245,querVar,querVar-Zone37,37,45524.375124387,45524.3751243849,4.53904519673737e-14
rf_var,2041-2070SSP245,querVar,querVar-Zone40,40,239106.821290668,239106.821290871,8.4984168645578e-13
rf_var,2041-2070SSP245,querVar,querVar-Zone41,41,64857.4520818606,64857.452081859,2.37829727301041e-14
rf_var,2041-2070SSP245,querVar,querVar-Zone44,44,232491.076071638,232491.076071758,5.18130658155846e-13
rf_var,2041-2070SSP245,querVar,querVar-Zone47,47,163928.84206769,163928.842067758,4.16152384962166e-13
rf_var,2041-2070SSP245,querVar,querVar-Zone49,49,136730.239554994,136730.239555002,5.4916807593369e-14
rf_var,2041-2070SSP245,querVar,querVar-Zone5,5,127970.031004655,127970.031004658,2.49032481276522e-14
rf_var,2041-2070SSP245,querVar,querVar-Zone7,7,167241.286045414,167241.286045456,2.54073581180678e-13
rf_var,2041-2070SSP245,robiPse,robiPse-Zone12,12,289552.167969255,289552.167969321,2.295722709637e-13
rf_var,2041-2070SSP245,robiPse,robiPse-Zone27,27,678891.625593275,678891.625592099,1.73141847708224e-12
rf_var,2041-2070SSP245,robiPse,robiPse-Zone3,3,271632.094911422,271632.094911442,7.47867208601513e-14
rf_var,2041-2070SSP245,robiPse,robiPse-Zone33,33,345045.514816102,345045.514816,2.94711217069593e-13
rf_var,2041-2070SSP245,robiPse,robiPse-Zone37,37,45524.375124387,45524.3751243849,4.53904519673737e-14
rf_var,2041-2070SSP245,robiPse,robiPse-Zone41,41,64857.4520818606,64857.452081859,2.37829727301041e-14
rf_var,2041-2070SSP245,robiPse,robiPse-Zone7,7,167241.286045414,167241.286045456,2.54073581180678e-13
rf_var,2041-2070SSP245,saliMat,saliMat-Zone27,27,678891.625593275,678891.625592099,1.73141847708224e-12
rf_var,2041-2070SSP245,saliMat,saliMat-Zone3,3,271632.094911422,271632.094911442,7.47867208601513e-14
rf_var,2041-2070SSP245,saliMat,saliMat-Zone37,37,45524.375124387,45524.3751243849,4.53904519673737e-14
rf_var,2041-2070SSP585,chamFor,chamFor-Zone10,10,164618.877605268,164618.877605271,1.69723409884127e-14
rf_var,2041-2070SSP585,chamFor,chamFor-Zone21,21,1083057.71877469,1083057.71877492,2.08955978715104e-13
rf_var,2041-2070SSP585,chamFor,chamFor-Zone26,26,7861.91765705297,7861.91765705291,7.17238134125399e-15
rf_var,2041-2070SSP585,chamFor,chamFor-Zone30,30,127276.06726588,127276.067265928,3.74099134660823e-13
rf_var,2041-2070SSP585,chamFor,chamFor-Zone34,34,11466.7381808067,11466.7381808062,3.99752154855016e-14
rf_var,2041-2070SSP585,chamFor,chamFor-Zone49,49,136923.784063579,136923.784063586,5.37764067500077e-14
rf_var,2041-2070SSP585,chamFor,chamFor-Zone53,53,210839.569735802,210839.569735821,8.9448494699519e-14
rf_var,2041-2070SSP585,cyclLon,cyclLon-Zone10,10,164618.877605268,164618.877605271,1.69723409884127e-14
rf_var,2041-2070SSP585,cyclLon,cyclLon-Zone21,21,1083057.71877469,1083057.71877492,2.08955978715104e-13
rf_var,2041-2070SSP585,cyclLon,cyclLon-Zone26,26,7861.91765705297,7861.91765705291,7.17238134125399e-15
rf_var,2041-2070SSP585,cyclLon,cyclLon-Zone34,34,11466.7381808067,11466.7381808062,3.99752154855016e-14
rf_var,2041-2070SSP585,cyclLon,cyclLon-Zone49,49,136923.784063579,136923.784063586,5.37764067500077e-14
rf_var,2041-2070SSP585,cyclLon,cyclLon-Zone53,53,210839.569735802,210839.569735821,8.9448494699519e-14
rf_var,2041-2070SSP585,lariGme,lariGme-Zone12,12,311011.647450512,311011.647450438,2.38062288949257e-13
rf_var,2041-2070SSP585,lariGme,lariGme-Zone2,2,23315.0244226312,23315.0244226327,6.61591850064513e-14
rf_var,2041-2070SSP585,lariGme,lariGme-Zone3,3,258855.543342417,258855.54334247,2.03952937483232e-13
rf_var,2041-2070SSP585,lariGme,lariGme-Zone4,4,4178.59208596777,4178.59208596774,8.05326370061434e-15
rf_var,2041-2070SSP585,lariGme,lariGme-Zone5,5,109258.629485258,109258.629485256,2.0244543841823e-14
rf_var,2041-2070SSP585,lariGme,lariGme-Zone6,6,894.695640019663,894.695640019666,3.30375789100419e-15
rf_var,2041-2070SSP585,lariGme,lariGme-Zone7,7,155616.32284032,155616.322840363,2.79599374529954e-13
rf_var,2041-2070SSP585,lariGme,lariGme-Zone9,9,1345.69776093171,1345.69776093172,7.26542640398661e-15
rf_var,2041-2070SSP585,lariOlg,lariOlg-Zone12,12,311011.647450512,311011.647450438,2.38062288949257e-13
rf_var,2041-2070SSP585,lariOlg,lariOlg-Zone2,2,23315.0244226312,23315.0244226327,6.61591850064513e-14
rf_var,2041-2070SSP585,lariOlg,lariOlg-Zone27,27,697411.079387026,697411.079385714,1.88141130976455e-12
rf_var,2041-2070SSP585,lariOlg,lariOlg-Zone3,3,258855.543342417,258855.54334247,2.03952937483232e-13
rf_var,2041-2070SSP585,lariOlg,lariOlg-Zone6,6,894.695640019663,894.695640019666,3.30375789100419e-15
rf_var,2041-2070SSP585,lariOlg,lariOlg-Zone7,7,155616.32284032,155616.322840363,2.79599374529954e-13
rf_var,2041-2070SSP585,lariOlg,lariOlg-Zone9,9,1345.69776093171,1345.69776093172,7.26542640398661e-15
rf_var,2041-2070SSP585,phylPub,phylPub-Zone21,21,1083057.71877469,1083057.71877492,2.08955978715104e-13
rf_var,2041-2070SSP585,phylPub,phylPub-Zone26,26,7861.91765705297,7861.91765705291,7.17238134125399e-15
rf_var,2041-2070SSP585,phylPub,phylPub-Zone28,28,45538.8205571088,45538.8205571089,2.55639738585108e-15
rf_var,2041-2070SSP585,phylPub,phylPub-Zone30,30,127276.06726588,127276.067265928,3.74099134660823e-13
rf_var,2041-2070SSP585,phylPub,phylPub-Zone40,40,242304.302739282,242304.30273946,7.35450224663136e-13
rf_var,2041-2070SSP585,phylPub,phylPub-Zone44,44,218761.486514543,218761.486514649,4.84395349388301e-13
rf_var,2041-2070SSP585,phylPub,phylPub-Zone47,47,92887.3840978504,92887.3840978537,3.60322398464628e-14
rf_var,2041-2070SSP585,phylPub,phylPub-Zone49,49,136923.784063579,136923.784063586,5.37764067500077e-14
rf_var,2041-2070SSP585,pinuSyl,pinuSyl-Zone2,2,23315.0244226312,23315.0244226327,6.61591850064513e-14
rf_var,2041-2070SSP585,pinuSyl,pinuSyl-Zone27,27,697411.079387026,697411.079385714,1.88141130976455e-12
rf_var,2041-2070SSP585,pinuSyl,pinuSyl-Zone3,3,258855.543342417,258855.54334247,2.03952937483232e-13
rf_var,2041-2070SSP585,pinuSyl,pinuSyl-Zone5,5,109258.629485258,109258.629485256,2.0244543841823e-14
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone10,10,164618.877605268,164618.877605271,1.69723409884127e-14
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone18,18,233762.672133384,233762.672133323,2.61702396972787e-13
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone21,21,1083057.71877469,1083057.71877492,2.08955978715104e-13
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone28,28,45538.8205571088,45538.8205571089,2.55639738585108e-15
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone30,30,127276.06726588,127276.067265928,3.74099134660823e-13
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone39,39,51013.6588819326,51013.6588819357,6.018886275716e-14
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone40,40,242304.302739282,242304.30273946,7.35450224663136e-13
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone44,44,218761.486514543,218761.486514649,4.84395349388301e-13
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone45,45,91982.6770702167,91982.6770702172,5.37889452148454e-15
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone46,46,223577.265699855,223577.265699862,3.35847575303893e-14
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone47,47,92887.3840978504,92887.3840978537,3.60322398464628e-14
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone49,49,136923.784063579,136923.784063586,5.37764067500077e-14
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone5,5,109258.629485258,109258.629485256,2.0244543841823e-14
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone50,50,18523.6875769802,18523.6875769803,7.85584142892302e-15
rf_var,2041-2070SSP585,pinuYun,pinuYun-Zone7,7,155616.32284032,155616.322840363,2.79599374529954e-13
rf_var,2041-2070SSP585,querVar,querVar-Zone10,10,164618.877605268,164618.877605271,1.69723409884127e-14
rf_var,2041-2070SSP585,querVar,querVar-Zone21,21,1083057.71877469,1083057.71877492,2.08955978715104e-13
rf_var,2041-2070SSP585,querVar,querVar-Zone26,26,7861.91765705297,7861.91765705291,7.17238134125399e-15
rf_var,2041-2070SSP585,querVar,querVar-Zone27,27,697411.079387026,697411.079385714,1.88141130976455e-12
rf_var,2041-2070SSP585,querVar,querVar-Zone28,28,45538.8205571088,45538.8205571089,2.55639738585108e-15
rf_var,2041-2070SSP585,querVar,querVar-Zone3,3,258855.543342417,258855.54334247,2.03952937483232e-13
rf_var,2041-2070SSP585,querVar,querVar-Zone30,30,127276.06726588,127276.067265928,3.74099134660823e-13
rf_var,2041-2070SSP585,querVar,querVar-Zone33,33,328284.582624474,328284.582624394,2.42203469234404e-13
rf_var,2041-2070SSP585,querVar,querVar-Zone36,36,39028.0319162872,39028.0319162886,3.56079421911365e-14
rf_var,2041-2070SSP585,querVar,querVar-Zone37,37,40493.2319745783,40493.2319745769,3.48585605129716e-14
rf_var,2041-2070SSP585,querVar,querVar-Zone40,40,242304.302739282,242304.30273946,7.35450224663136e-13
rf_var,2041-2070SSP585,querVar,querVar-Zone41,41,48943.0879469879,48943.0879469819,1.21605186310462e-13
rf_var,2041-2070SSP585,querVar,querVar-Zone44,44,218761.486514543,218761.486514649,4.84395349388301e-13
rf_var,2041-2070SSP585,querVar,querVar-Zone47,47,92887.3840978504,92887.3840978537,3.60322398464628e-14
rf_var,2041-2070SSP585,querVar,querVar-Zone49,49,136923.784063579,136923.784063586,5.37764067500077e-14
rf_var,2041-2070SSP585,querVar,querVar-Zone5,5,109258.629485258,109258.629485256,2.0244543841823e-14
rf_var,2041-2070SSP585,querVar,querVar-Zone7,7,155616.32284032,155616.322840363,2.79599374529954e-13
rf_var,2041-2070SSP585,robiPse,robiPse-Zone12,12,311011.647450512,311011.647450438,2.38062288949257e-13
rf_var,2041-2070SSP585,robiPse,robiPse-Zone27,27,697411.079387026,697411.079385714,1.88141130976455e-12
rf_var,2041-2070SSP585,robiPse,robiPse-Zone3,3,258855.543342417,258855.54334247,2.03952937483232e-13
rf_var,2041-2070SSP585,robiPse,robiPse-Zone33,33,328284.582624474,328284.582624394,2.42203469234404e-13
rf_var,2041-2070SSP585,robiPse,robiPse-Zone37,37,40493.2319745783,40493.2319745769,3.48585605129716e-14
rf_var,2041-2070SSP585,robiPse,robiPse-Zone41,41,48943.0879469879,48943.0879469819,1.21605186310462e-13
rf_var,2041-2070SSP585,robiPse,robiPse-Zone7,7,155616.32284032,155616.322840363,2.79599374529954e-13
rf_var,2041-2070SSP585,saliMat,saliMat-Zone27,27,697411.079387026,697411.079385714,1.88141130976455e-12
rf_var,2041-2070SSP585,saliMat,saliMat-Zone3,3,258855.543342417,258855.54334247,2.03952937483232e-13
rf_var,2041-2070SSP585,saliMat,saliMat-Zone37,37,40493.2319745783,40493.2319745769,3.48585605129716e-14
rf_var,2071-2100SSP245,chamFor,chamFor-Zone10,10,167526.472077699,167526.47207769,5.07282126100355e-14
rf_var,2071-2100SSP245,chamFor,chamFor-Zone21,21,1096111.63403611,1096111.63403701,8.19072559811009e-13
rf_var,2071-2100SSP245,chamFor,chamFor-Zone26,26,5866.07046661917,5866.07046661915,3.10086524513609e-15
rf_var,2071-2100SSP245,chamFor,chamFor-Zone30,30,119289.458741245,119289.458741268,1.96279133542101e-13
rf_var,2071-2100SSP245,chamFor,chamFor-Zone34,34,11757.811428254,11757.8114282534,5.13619805575444e-14
rf_var,2071-2100SSP245,chamFor,chamFor-Zone49,49,146788.053476868,146788.05347688,7.95067155447252e-14
rf_var,2071-2100SSP245,chamFor,chamFor-Zone53,53,220451.532347448,220451.53234747,9.79582313125357e-14
rf_var,2071-2100SSP245,cyclLon,cyclLon-Zone10,10,167526.472077699,167526.47207769,5.07282126100355e-14
rf_var,2071-2100SSP245,cyclLon,cyclLon-Zone21,21,1096111.63403611,1096111.63403701,8.19072559811009e-13
rf_var,2071-2100SSP245,cyclLon,cyclLon-Zone26,26,5866.07046661917,5866.07046661915,3.10086524513609e-15
rf_var,2071-2100SSP245,cyclLon,cyclLon-Zone34,34,11757.811428254,11757.8114282534,5.13619805575444e-14
rf_var,2071-2100SSP245,cyclLon,cyclLon-Zone49,49,146788.053476868,146788.05347688,7.95067155447252e-14
rf_var,2071-2100SSP245,cyclLon,cyclLon-Zone53,53,220451.532347448,220451.53234747,9.79582313125357e-14
rf_var,2071-2100SSP245,lariGme,lariGme-Zone12,12,309918.008388993,309918.008388957,1.16446120552818e-13
rf_var,2071-2100SSP245,lariGme,lariGme-Zone2,2,26316.4258046956,26316.4258046944,4.64485902551694e-14
rf_var,2071-2100SSP245,lariGme,lariGme-Zone3,3,277213.485590234,277213.485590308,2.67507043698996e-13
rf_var,2071-2100SSP245,lariGme,lariGme-Zone4,4,3889.01851483387,3889.01851483382,1.26285626330675e-14
rf_var,2071-2100SSP245,lariGme,lariGme-Zone5,5,95682.0726016032,95682.0726015905,1.32923269362595e-13
rf_var,2071-2100SSP245,lariGme,lariGme-Zone6,6,652.185999672047,652.185999672051,6.10108055410175e-15
rf_var,2071-2100SSP245,lariGme,lariGme-Zone7,7,153007.368365041,153007.368365081,2.62492496011444e-13
rf_var,2071-2100SSP245,lariGme,lariGme-Zone9,9,1308.12434066884,1308.12434066884,2.08579874289605e-15
rf_var,2071-2100SSP245,lariOlg,lariOlg-Zone12,12,309918.008388993,309918.008388957,1.16446120552818e-13
rf_var,2071-2100SSP245,lariOlg,lariOlg-Zone2,2,26316.4258046956,26316.4258046944,4.64485902551694e-14
rf_var,2071-2100SSP245,lariOlg,lariOlg-Zone27,27,696630.966219965,696630.96621879,1.68615903425811e-12
rf_var,2071-2100SSP245,lariOlg,lariOlg-Zone3,3,277213.485590234,277213.485590308,2.67507043698996e-13
rf_var,2071-2100SSP245,lariOlg,lariOlg-Zone6,6,652.185999672047,652.185999672051,6.10108055410175e-15
rf_var,2071-2100SSP245,lariOlg,lariOlg-Zone7,7,153007.368365041,153007.368365081,2.62492496011444e-13
rf_var,2071-2100SSP245,lariOlg,lariOlg-Zone9,9,1308.12434066884,1308.12434066884,2.08579874289605e-15
rf_var,2071-2100SSP245,phylPub,phylPub-Zone21,21,1096111.63403611,1096111.63403701,8.19072559811009e-13
rf_var,2071-2100SSP245,phylPub,phylPub-Zone26,26,5866.07046661917,5866.07046661915,3.10086524513609e-15
rf_var,2071-2100SSP245,phylPub,phylPub-Zone28,28,45251.6708432316,45251.6708432298,4.03579652889938e-14
rf_var,2071-2100SSP245,phylPub,phylPub-Zone30,30,119289.458741245,119289.458741268,1.96279133542101e-13
rf_var,2071-2100SSP245,phylPub,phylPub-Zone40,40,236145.410412063,236145.410412245,7.71146332464737e-13
rf_var,2071-2100SSP245,phylPub,phylPub-Zone44,44,231500.230969616,231500.230969786,7.32812347623281e-13
rf_var,2071-2100SSP245,phylPub,phylPub-Zone47,47,80677.5863744406,80677.5863744408,2.16445472141348e-15
rf_var,2071-2100SSP245,phylPub,phylPub-Zone49,49,146788.053476868,146788.05347688,7.95067155447252e-14
rf_var,2071-2100SSP245,pinuSyl,pinuSyl-Zone2,2,26316.4258046956,26316.4258046944,4.64485902551694e-14
rf_var,2071-2100SSP245,pinuSyl,pinuSyl-Zone27,27,696630.966219965,696630.96621879,1.68615903425811e-12
rf_var,2071-2100SSP245,pinuSyl,pinuSyl-Zone3,3,277213.485590234,277213.485590308,2.67507043698996e-13
rf_var,2071-2100SSP245,pinuSyl,pinuSyl-Zone5,5,95682.0726016032,95682.0726015905,1.32923269362595e-13
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone10,10,167526.472077699,167526.47207769,5.07282126100355e-14
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone18,18,242492.439423637,242492.439423588,2.00072569217825e-13
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone21,21,1096111.63403611,1096111.63403701,8.19072559811009e-13
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone28,28,45251.6708432316,45251.6708432298,4.03579652889938e-14
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone30,30,119289.458741245,119289.458741268,1.96279133542101e-13
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone39,39,49656.4228626288,49656.4228626319,6.25666071406508e-14
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone40,40,236145.410412063,236145.410412245,7.71146332464737e-13
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone44,44,231500.230969616,231500.230969786,7.32812347623281e-13
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone45,45,85519.1050930902,85519.1050930895,8.33783100763053e-15
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone46,46,219995.912204717,219995.912204735,8.14922394769938e-14
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone47,47,80677.5863744406,80677.5863744408,2.16445472141348e-15
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone49,49,146788.053476868,146788.05347688,7.95067155447252e-14
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone5,5,95682.0726016032,95682.0726015905,1.32923269362595e-13
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone50,50,17534.9944176096,17534.9944176098,1.22407081808281e-14
rf_var,2071-2100SSP245,pinuYun,pinuYun-Zone7,7,153007.368365041,153007.368365081,2.62492496011444e-13
rf_var,2071-2100SSP245,querVar,querVar-Zone10,10,167526.472077699,167526.47207769,5.07282126100355e-14
rf_var,2071-2100SSP245,querVar,querVar-Zone21,21,1096111.63403611,1096111.63403701,8.19072559811009e-13
rf_var,2071-2100SSP245,querVar,querVar-Zone26,26,5866.07046661917,5866.07046661915,3.10086524513609e-15
rf_var,2071-2100SSP245,querVar,querVar-Zone27,27,696630.966219965,696630.96621879,1.68615903425811e-12
rf_var,2071-2100SSP245,querVar,querVar-Zone28,28,45251.6708432316,45251.6708432298,4.03579652889938e-14
rf_var,2071-2100SSP245,querVar,querVar-Zone3,3,277213.485590234,277213.485590308,2.67507043698996e-13
rf_var,2071-2100SSP245,querVar,querVar-Zone30,30,119289.458741245,119289.458741268,1.96279133542101e-13
rf_var,2071-2100SSP245,querVar,querVar-Zone33,33,324112.452543335,324112.452543262,2.23590723739915e-13
rf_var,2071-2100SSP245,querVar,querVar-Zone36,36,38784.8172928951,38784.8172928966,3.95831968215531e-14
rf_var,2071-2100SSP245,querVar,querVar-Zone37,37,37064.582113691,37064.5821136907,8.04849927260696e-15
rf_var,2071-2100SSP245,querVar,querVar-Zone40,40,236145.410412063,236145.410412245,7.71146332464737e-13
rf_var,2071-2100SSP245,querVar,querVar-Zone41,41,41770.2131162562,41770.2131162549,2.99606972594675e-14
rf_var,2071-2100SSP245,querVar,querVar-Zone44,44,231500.230969616,231500.230969786,7.32812347623281e-13
rf_var,2071-2100SSP245,querVar,querVar-Zone47,47,80677.5863744406,80677.5863744408,2.16445472141348e-15
rf_var,2071-2100SSP245,querVar,querVar-Zone49,49,146788.053476868,146788.05347688,7.95067155447252e-14
rf_var,2071-2100SSP245,querVar,querVar-Zone5,5,95682.0726016032,95682.0726015905,1.32923269362595e-13
rf_var,2071-2100SSP245,querVar,querVar-Zone7,7,153007.368365041,153007.368365081,2.62492496011444e-13
rf_var,2071-2100SSP245,robiPse,robiPse-Zone12,12,309918.008388993,309918.008388957,1.16446120552818e-13
rf_var,2071-2100SSP245,robiPse,robiPse-Zone27,27,696630.966219965,696630.96621879,1.68615903425811e-12
rf_var,2071-2100SSP245,robiPse,robiPse-Zone3,3,277213.485590234,277213.485590308,2.67507043698996e-13
rf_var,2071-2100SSP245,robiPse,robiPse-Zone33,33,324112.452543335,324112.452543262,2.23590723739915e-13
rf_var,2071-2100SSP245,robiPse,robiPse-Zone37,37,37064.582113691,37064.5821136907,8.04849927260696e-15
rf_var,2071-2100SSP245,robiPse,robiPse-Zone41,41,41770.2131162562,41770.2131162549,2.99606972594675e-14
rf_var,2071-2100SSP245,robiPse,robiPse-Zone7,7,153007.368365041,153007.368365081,2.62492496011444e-13
rf_var,2071-2100SSP245,saliMat,saliMat-Zone27,27,696630.966219965,696630.96621879,1.68615903425811e-12
rf_var,2071-2100SSP245,saliMat,saliMat-Zone3,3,277213.485590234,277213.485590308,2.67507043698996e-13
rf_var,2071-2100SSP245,saliMat,saliMat-Zone37,37,37064.582113691,37064.5821136907,8.04849927260696e-15
rf_var,2071-2100SSP585,chamFor,chamFor-Zone10,10,203649.949984204,203649.949984237,1.63347342901982e-13
rf_var,2071-2100SSP585,chamFor,chamFor-Zone21,21,1332707.37714144,1332707.37714499,2.66285362520822e-12
rf_var,2071-2100SSP585,chamFor,chamFor-Zone26,26,1687.04022376968,1687.04022376967,3.09986357261173e-15
rf_var,2071-2100SSP585,chamFor,chamFor-Zone30,30,52668.1763232232,52668.1763232211,3.90956389334116e-14
rf_var,2071-2100SSP585,chamFor,chamFor-Zone34,34,10119.6343901199,10119.6343901197,1.88735956270112e-14
rf_var,2071-2100SSP585,chamFor,chamFor-Zone49,49,149552.646190541,149552.646190557,1.05865621048856e-13
rf_var,2071-2100SSP585,chamFor,chamFor-Zone53,53,255408.366954351,255408.366954266,3.32734537819114e-13
rf_var,2071-2100SSP585,cyclLon,cyclLon-Zone10,10,203649.949984204,203649.949984237,1.63347342901982e-13
rf_var,2071-2100SSP585,cyclLon,cyclLon-Zone21,21,1332707.37714144,1332707.37714499,2.66285362520822e-12
rf_var,2071-2100SSP585,cyclLon,cyclLon-Zone26,26,1687.04022376968,1687.04022376967,3.09986357261173e-15
rf_var,2071-2100SSP585,cyclLon,cyclLon-Zone34,34,10119.6343901199,10119.6343901197,1.88735956270112e-14
rf_var,2071-2100SSP585,cyclLon,cyclLon-Zone49,49,149552.646190541,149552.646190557,1.05865621048856e-13
rf_var,2071-2100SSP585,cyclLon,cyclLon-Zone53,53,255408.366954351,255408.366954266,3.32734537819114e-13
rf_var,2071-2100SSP585,lariGme,lariGme-Zone12,12,356773.906970003,356773.906970153,4.19132335535983e-13
rf_var,2071-2100SSP585,lariGme,lariGme-Zone2,2,16124.7291848338,16124.729184834,1.47777745060442e-14
rf_var,2071-2100SSP585,lariGme,lariGme-Zone3,3,221810.404449178,221810.404449176,8.13504439883452e-15
rf_var,2071-2100SSP585,lariGme,lariGme-Zone4,4,2125.88048093526,2125.88048093525,3.20865181484524e-15
rf_var,2071-2100SSP585,lariGme,lariGme-Zone5,5,38191.0515690112,38191.0515690098,3.75314004487177e-14
rf_var,2071-2100SSP585,lariGme,lariGme-Zone6,6,2.37716040060234,2.37716040060234,1.86814995629885e-16
rf_var,2071-2100SSP585,lariGme,lariGme-Zone7,7,99669.9941668286,99669.9941668256,3.03682005081099e-14
rf_var,2071-2100SSP585,lariGme,lariGme-Zone9,9,114.378432382948,114.378432382948,3.85156962718558e-15
rf_var,2071-2100SSP585,lariOlg,lariOlg-Zone12,12,356773.906970003,356773.906970153,4.19132335535983e-13
rf_var,2071-2100SSP585,lariOlg,lariOlg-Zone2,2,16124.7291848338,16124.729184834,1.47777745060442e-14
rf_var,2071-2100SSP585,lariOlg,lariOlg-Zone27,27,835485.499991021,835485.499989477,1.84762891449893e-12
rf_var,2071-2100SSP585,lariOlg,lariOlg-Zone3,3,221810.404449178,221810.404449176,8.13504439883452e-15
rf_var,2071-2100SSP585,lariOlg,lariOlg-Zone6,6,2.37716040060234,2.37716040060234,1.86814995629885e-16
rf_var,2071-2100SSP585,lariOlg,lariOlg-Zone7,7,99669.9941668286,99669.9941668256,3.03682005081099e-14
rf_var,2071-2100SSP585,lariOlg,lariOlg-Zone9,9,114.378432382948,114.378432382948,3.85156962718558e-15
rf_var,2071-2100SSP585,phylPub,phylPub-Zone21,21,1332707.37714144,1332707.37714499,2.66285362520822e-12
rf_var,2071-2100SSP585,phylPub,phylPub-Zone26,26,1687.04022376968,1687.04022376967,3.09986357261173e-15
rf_var,2071-2100SSP585,phylPub,phylPub-Zone28,28,33411.5396720174,33411.5396720181,2.17767803747068e-14
rf_var,2071-2100SSP585,phylPub,phylPub-Zone30,30,52668.1763232232,52668.1763232211,3.90956389334116e-14
rf_var,2071-2100SSP585,phylPub,phylPub-Zone40,40,234206.539220477,234206.539220684,8.8415017953253e-13
rf_var,2071-2100SSP585,phylPub,phylPub-Zone44,44,164052.802041439,164052.80204147,1.89468820654062e-13
rf_var,2071-2100SSP585,phylPub,phylPub-Zone47,47,33824.5921557803,33824.5921557794,2.71036722383796e-14
rf_var,2071-2100SSP585,phylPub,phylPub-Zone49,49,149552.646190541,149552.646190557,1.05865621048856e-13
rf_var,2071-2100SSP585,pinuSyl,pinuSyl-Zone2,2,16124.7291848338,16124.729184834,1.47777745060442e-14
rf_var,2071-2100SSP585,pinuSyl,pinuSyl-Zone27,27,835485.499991021,835485.499989477,1.84762891449893e-12
rf_var,2071-2100SSP585,pinuSyl,pinuSyl-Zone3,3,221810.404449178,221810.404449176,8.13504439883452e-15
rf_var,2071-2100SSP585,pinuSyl,pinuSyl-Zone5,5,38191.0515690112,38191.0515690098,3.75314004487177e-14
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone10,10,203649.949984204,203649.949984237,1.63347342901982e-13
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone18,18,437377.46146596,437377.461465946,3.14076722873107e-14
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone21,21,1332707.37714144,1332707.37714499,2.66285362520822e-12
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone28,28,33411.5396720174,33411.5396720181,2.17767803747068e-14
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone30,30,52668.1763232232,52668.1763232211,3.90956389334116e-14
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone39,39,46770.0834577961,46770.0834577988,5.72492543109419e-14
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone40,40,234206.539220477,234206.539220684,8.8415017953253e-13
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone44,44,164052.802041439,164052.80204147,1.89468820654062e-13
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone45,45,42767.1899278291,42767.1899278299,1.83739783618672e-14
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone46,46,307132.611031729,307132.611031716,4.07467219269111e-14
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone47,47,33824.5921557803,33824.5921557794,2.71036722383796e-14
rf_var,2071-2100SSP585,pinuYun,pinuYun-Zone49,49,149552.646190541,149552.646190557,1.05865621048856e-13
