method,method_label,niche,zone,probability_threshold,sampling,n_test,presence,absence,n_variables,variables,TP,TN,FP,FN,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tss,auc
rf_var,Plain RF,climate,4,0.5,all presence + equal modeled-zone absence,55152,27576,27576,21,"DD18_sm,DD_0_at,Tmin_sm,Eref,EXT,DD5,DD5_sm,CMD_at,AHM,Eref_sm,Eref_at,PPT_wt,CMD,RH_wt,PPT_sp,PPT_at,CMD_sp,MAP,TD,CMD_sm,PPT_sm",27146,26029,1547,430,0.96415361183638,0.964153611836379,0.984406730490281,0.943900493182477,0.94608441083191,0.964865201087633,0.928307223672759,0.990071153622315
rf_var,Plain RF,climate,5,0.5,all presence + equal modeled-zone absence,115288,57644,57644,21,"Tmax_wt,Eref_at,RH_at,CMD_at,EMT,Eref,DD5_at,DD_0,CMD_sp,TD,AHM,CMD_sm,EXT,RH_wt,CMD,MAP,PPT_sp,DD5_sm,PPT_at,PPT_wt,PPT_sm",54886,52228,5416,2758,0.929099299146485,0.929099299146485,0.952154604121851,0.906043994171119,0.910185400152565,0.930697098672274,0.858198598292971,
rf_var,Plain RF,climate,6,0.5,all presence + equal modeled-zone absence,54422,27211,27211,21,"AHM,CMD,CMD_sp,DD18_sm,Tmin_sm,DD_18,DD18,DD5_sm,PAS,Eref_at,Eref_sm,RH_wt,PPT_sp,PPT_wt,MAP,Eref,CMD_sm,CMD_at,PPT_at,TD,PPT_sm",26800,26177,1034,411,0.973448237844989,0.973448237844989,0.98489581419279,0.962000661497189,0.962851189193073,0.973748751021891,0.946896475689978,0.992916436204701
rf_var,Plain RF,climate,7,0.5,all presence + equal modeled-zone absence,133316,66658,66658,21,"Tmin_wt,RH_at,DD_18_wt,CMD_sp,MCMT,PPT_at,DD5_sm,RH_sm,MAP,CMD_sm,PPT_wt,RH_wt,EXT,TD,AHM,CMD,CMD_at,Eref_at,Tmax_wt,Tmin_sm,PPT_sm",62819,60093,6565,3839,0.921959854781121,0.921959854781122,0.942407512976687,0.901512196585556,0.905381644183097,0.923523617706297,0.843919709562243,
rf_var,Plain RF,climate,9,0.5,all presence + equal modeled-zone absence,18334,9167,9167,21,"DD_18_at,AHM,PPT_wt,DD18,DD5,DD18_sm,DD_0_at,DD5_sm,Eref_sm,RH_at,CMD_sm,EXT,Tmin_sm,MCMT,PPT_sm,Eref,MAP,PAS,TD,PPT_at,PPT_sp",9148,9004,163,19,0.990073088251336,0.990073088251336,0.997927348096433,0.98221882840624,0.982493824508646,0.990150449182812,0.980146176502673,0.99785376468772
rf_var,Plain RF,climate,10,0.5,all presence + equal modeled-zone absence,88264,44132,44132,21,"Eref,Eref_at,AHM,NFFD,DD5_sp,MWMT,CMD_sp,PPT_sp,Tmin_wt,DD5_sm,Tmax_wt,DD_18_sp,RH_sm,PPT_wt,PPT_at,Tmax_sp,PPT_sm,EMT,MAP,EXT,TD",43365,42183,1949,767,0.969228677603553,0.969228677603553,0.982620320855615,0.955837034351491,0.956989010018979,0.969635310690249,0.938457355207106,0.989814711918807
rf_var,Plain RF,climate,11,0.5,all presence + equal modeled-zone absence,87926,43963,43963,21,"DD_0_wt,DD_0_at,Tmax_wt,DD_18_at,PAS,CMD_sp,DD18,Eref,DD5_sm,Tmin_sm,DD5,PPT_sp,TD,AHM,CMD,PPT_sm,CMD_at,PPT_at,MAP,CMD_sm,RH_wt",42872,41666,2297,1091,0.961467597752656,0.961467597752656,0.975183677183086,0.947751518322226,0.949146538555204,0.96198896019387,0.922935195505311,0.989270707702831
rf_var,Plain RF,climate,12,0.5,all presence + equal modeled-zone absence,224972,112486,112486,21,"CMD_sp,CMD_at,Eref,DD_18_wt,DD_0_sp,CMD,Eref_at,RH_wt,Tmin_sm,RH_at,DD_18_sp,DD5_sp,DD5_sm,AHM,PPT_wt,PPT_sp,PPT_at,CMD_sm,MAP,PPT_sm,TD",109649,105233,7253,2837,0.955149974219014,0.955149974219014,0.974779083619295,0.935520864818733,0.937956579014901,0.956013392156521,0.910299948438028,
rf_var,Plain RF,climate,13,0.5,all presence + equal modeled-zone absence,373098,186549,186549,21,"PPT_at,CMD_at,Tmin_wt,PAS_wt,DD_18_sp,CMD,Tmin_sp,DD5_sp,Tmin_sm,Eref,Eref_sm,MWMT,RH_wt,DD5_sm,MAP,AHM,PPT_sp,EXT,CMD_sm,PPT_sm,TD",178649,172350,14199,7900,0.940768913261395,0.940768913261395,0.957651876986743,0.923885949536047,0.926372065046047,0.941752306950239,0.88153782652279,
rf_var,Plain RF,climate,14,0.5,all presence + equal modeled-zone absence,19732,9866,9866,21,"RH_sp,CMD_sp,DD18_sm,EMT,DD_0,Tmin_wt,DD_18_wt,AHM,DD_18_at,DD5,DD5_sm,MAP,DD_18,DD_0_wt,DD18,Eref_sm,Eref,CMD,Eref_at,CMD_sm,TD",9823,9624,242,43,0.985556456517332,0.985556456517332,0.99564159740523,0.975471315629435,0.975956284153006,0.985700667302192,0.971112913034665,0.997519020226806
rf_var,Plain RF,climate,15,0.5,all presence + equal modeled-zone absence,142544,71272,71272,21,"Eref_sp,Eref_at,CMD_sp,PPT_sp,AHM,EMT,Eref,DD_18_at,RH_at,DD_0_wt,DD_18_wt,DD_0,Tmin_at,DD18_sm,DD5_sm,MAP,DD18,Tmin_sm,RH_wt,PPT_sm,TD",68412,65869,5403,2860,0.942031933999326,0.942031933999327,0.959872039510607,0.924191828488046,0.926803495224548,0.943047964324853,0.884063867998653,
rf_var,Plain RF,climate,16,0.5,all presence + equal modeled-zone absence,550490,275245,275245,21,"EMT,DD_0,RH_sm,MCMT,CMD_sm,DD_18_wt,AHM,DD_0_wt,PPT_wt,TD,DD5_sm,Tmax_sm,PAS,DD_18_sm,RH_at,Tmax_wt,PAS_wt,PPT_sm,PPT_at,MAP,PPT_sp",265201,253610,21635,10044,0.942453087249541,0.942453087249541,0.963508873912333,0.92139730058675,0.924573623952363,0.94363979568781,0.884906174499083,
rf_var,Plain RF,climate,17,0.5,all presence + equal modeled-zone absence,1208,604,604,21,"Eref,Tmax_sp,RH_sp,DD_0,NFFD_sm,PPT_wt,Eref_sm,MWMT,RH_at,DD_0_sp,EXT,Tmin_sm,DD_18_wt,Tave_wt,DD_0_wt,RH,RH_wt,Tmax_wt,Eref_at,PAS_wt,TD",604,603,1,0,0.999172185430464,0.999172185430464,1,0.998344370860927,0.998347107438017,0.999172870140612,0.998344370860927,0.999986294460769
rf_var,Plain RF,climate,18,0.5,all presence + equal modeled-zone absence,67630,33815,33815,21,"Eref_at,MCMT,DD_0_sp,EMT,RH_at,CMD_sp,DD_18_wt,DD_0_wt,DD_0,RH_sm,CMD_sm,Tmax_sm,PPT_wt,MAP,EXT,PAS_wt,PPT_at,Tmax_wt,TD,PPT_sm,PPT_sp",32926,31281,2534,889,0.949386366996895,0.949386366996895,0.973709892059737,0.925062841934053,0.928539199097575,0.950588235294118,0.89877273399379,0.980124185119872
rf_var,Plain RF,climate,19,0.5,all presence + equal modeled-zone absence,477720,238860,238860,21,"PPT_at,CMD_at,DD_0,NFFD,TD,Tmax_wt,DD5_at,CMD,Tmin_sm,EMT,AHM,Eref,MWMT,DD5_sm,PPT_sp,PPT_sm,DD5,RH_sp,MAP,Eref_sm,RH_wt",228190,228129,10731,10670,0.955201791844595,0.955201791844595,0.955329481704764,0.955074101984426,0.955085572218432,0.955207511391202,0.91040358368919,
rf_var,Plain RF,climate,20,0.5,all presence + equal modeled-zone absence,246578,123289,123289,21,"TD,MWMT,CMD,Eref_at,Eref,Tmax_sm,EXT,RH_sm,Tmax_wt,PAS_sp,AHM,PPT_wt,RH_at,Eref_sm,CMD_sm,PAS_wt,MAP,PPT_at,RH_sp,PPT_sp,PPT_sm",118853,112983,10306,4436,0.940213644364055,0.940213644364055,0.964019498900956,0.916407789827154,0.920206876795268,0.941603815439219,0.880427288728111,
rf_var,Plain RF,climate,21,0.5,all presence + equal modeled-zone absence,365368,182684,182684,21,"Tmin_at,MAP,Eref,EXT,DD5,DD18_sp,DD5_sm,DD_18_wt,Eref_at,DD18_sm,Tmin_wt,PPT_at,Tmin_sm,Eref_sp,AHM,Eref_sm,TD,PPT_wt,CMD_at,CMD,PPT_sm",175997,168620,14064,6687,0.943205206805194,0.943205206805194,0.963395809156795,0.923014604453592,0.926002704394905,0.944329233121839,0.886410413610387,
rf_var,Plain RF,climate,22,0.5,all presence + equal modeled-zone absence,25562,12781,12781,21,"DD_0_at,Eref,AHM,Eref_sm,DD5_at,DD_0_wt,DD_0,PAS_wt,EMT,RH_sm,CMD_sm,RH_at,PPT_wt,PAS_sp,Eref_at,Tmax_wt,MAP,PPT_sp,TD,PPT_at,PPT_sm",12555,12298,483,226,0.972263516156795,0.972263516156795,0.982317502542837,0.962209529770753,0.962954440865163,0.972539602618227,0.94452703231359,0.995455613714809
rf_var,Plain RF,climate,23,0.5,all presence + equal modeled-zone absence,198614,99307,99307,21,"DD_18_at,Tmin_at,Eref,DD_18_sp,DD5_at,DD_18,RH_sp,DD_0_wt,CMD_sm,DD5,Tmax_wt,DD18,DD5_sm,DD_18_wt,DD_0,PAS_wt,Tmin_sm,DD18_sm,AHM,MAP,RH_wt",95696,91459,7848,3611,0.942305174861792,0.942305174861792,0.963638011419135,0.92097233830445,0.924206134590126,0.94351026122622,0.884610349723585,
rf_var,Plain RF,climate,24,0.5,all presence + equal modeled-zone absence,508308,254154,254154,21,"Tmin_sp,DD5,CMD,DD18_sm,DD5_sm,DD_0,DD_0_sp,DD_18_sp,Eref_sp,AHM,PPT_wt,DD5_sp,PAS,Tmax_wt,EXT,MWMT,TD,RH_sp,CMD_sm,RH_wt,PPT_sm",244515,236747,17407,9639,0.946792102426088,0.946792102426088,0.962074175499894,0.931510029352282,0.933541283282809,0.947592990179741,0.893584204852176,
rf_var,Plain RF,climate,25,0.5,all presence + equal modeled-zone absence,142470,71235,71235,21,"PAS_at,RH_sp,PPT_wt,Tmax_wt,CMD_sp,Tmin_sm,DD_18_sm,DD5_sm,RH_wt,EXT,DD_0_wt,CMD,DD_18_wt,Eref_sm,PPT_at,PAS_wt,PPT_sp,CMD_at,CMD_sm,TD,PPT_sm",69234,67065,4170,2001,0.956685618024847,0.956685618024847,0.971909875763319,0.941461360286376,0.943191106751676,0.957335158567192,0.913371236049695,
rf_var,Plain RF,climate,26,0.5,all presence + equal modeled-zone absence,24614,12307,12307,21,"Tmin_sm,PPT_sp,CMD,DD18,MWMT,CMD_sm,DD_18_wt,EMT,Eref_at,DD5_sm,Eref_sp,AHM,EXT,CMD_wt,CMD_at,PPT_sm,Eref_sm,PPT_at,TD,RH_wt,PPT_wt",12141,11680,627,166,0.967782562769156,0.967782562769156,0.986511741285447,0.949053384252864,0.950892857142857,0.968374875373878,0.935565125538312,0.991809015063549
rf_var,Plain RF,climate,27,0.5,all presence + equal modeled-zone absence,518974,259487,259487,21,"PPT_at,CMD_sp,MWMT,Tmin_sm,DD18_sm,CMD,Eref_sm,CMD_sm,Eref,DD_0,RH_sm,PPT_sm,DD_18_wt,DD_18_sp,AHM,DD_18,CMD_at,MAP,PPT_wt,PPT_sp,TD",251081,246523,12964,8406,0.958822599976107,0.958822599976107,0.967605313560988,0.950039886391226,0.950902308318658,0.959181100677704,0.917645199952213,
rf_var,Plain RF,climate,28,0.5,all presence + equal modeled-zone absence,27828,13914,13914,21,"CMD_at,Eref_sp,MWMT,Tmin_wt,DD_18_wt,Eref_sm,DD18_at,MCMT,Tmin_sm,DD18_sm,DD5_sm,PPT_at,AHM,CMD,PPT_sm,CMD_sp,EXT,Eref_at,TD,PPT_sp,PPT_wt",13581,13022,892,333,0.955979588903263,0.955979588903263,0.976067270375162,0.935891907431364,0.938367995577973,0.956846443794695,0.911959177806526,0.988414757244387
rf_var,Plain RF,climate,29,0.5,all presence + equal modeled-zone absence,98804,49402,49402,21,"PPT_wt,Eref_sp,DD18,DD5_sm,Tmin_wt,Tmax_wt,DD_18_wt,PAS,Tmin_sp,DD_0,RH_at,Tmin_sm,DD_0_at,PPT_at,RH_wt,DD_0_sp,AHM,PPT_sp,TD,Eref_at,PPT_sm",49003,47949,1453,399,0.981255819602445,0.981255819602445,0.991923403910773,0.970588235294118,0.971202631996195,0.981453664203169,0.962511639204891,
rf_var,Plain RF,climate,30,0.5,all presence + equal modeled-zone absence,347398,173699,173699,21,"DD18_sm,DD_18_wt,DD18,MAP,RH_wt,Tmax_sm,PPT_sp,Eref_sp,PPT_sm,CMD_sp,PPT_at,AHM,DD5_sm,CMD_sm,CMD_wt,EXT,CMD,CMD_at,PPT_wt,Eref_sm,TD",165049,153227,20472,8650,0.916171077553699,0.916171077553699,0.950201210139379,0.882140944968019,0.889651306321117,0.918929903680196,0.832342155107399,
rf_var,Plain RF,climate,31,0.5,all presence + equal modeled-zone absence,508946,254473,254473,21,"MCMT,DD_0_wt,TD,DD5,Tmin_sm,DD_18_sm,EXT,CMD,Tmax_wt,PAS,RH_sm,PPT_at,CMD_at,PAS_wt,CMD_sm,AHM,RH_wt,PAS_sp,MAP,PPT_sp,PPT_sm",247668,236955,17518,6805,0.952209075226055,0.952209075226055,0.973258459640119,0.931159690811992,0.933940705768781,0.953194306266225,0.904418150452111,
rf_var,Plain RF,climate,32,0.5,all presence + equal modeled-zone absence,37648,18824,18824,21,"Tmin_wt,EMT,DD_18_wt,RH_sp,DD_0_wt,PPT_at,DD_0,Tmin_at,DD5_at,DD5,PPT_sp,Tmin_sm,PPT_sm,Tmin_sp,Eref_sm,RH_wt,MAP,TD,Eref,Tmax_wt,Eref_at",18619,18035,789,205,0.973597535061623,0.973597535061623,0.989109647258818,0.958085422864428,0.959346661170651,0.974000836995187,0.947195070123247,0.99438122346187
rf_var,Plain RF,climate,33,0.5,all presence + equal modeled-zone absence,234350,117175,117175,21,"AHM,DD18,DD5_sm,DD_18_at,CMD_at,CMD_sp,EXT,DD18_sm,Tmin_sm,CMD_sm,MAP,DD_0_at,DD_0,PPT_at,Tmax_wt,DD_18_wt,PPT_sp,PPT_sm,PPT_wt,RH_sm,TD",114588,110775,6400,2587,0.961651376146789,0.961651376146789,0.977921911670578,0.945380840623,0.947102191952921,0.96226533928444,0.923302752293578,
rf_var,Plain RF,climate,34,0.5,all presence + equal modeled-zone absence,3156,1578,1578,21,"Eref_sp,Tmax_wt,Eref_sm,RH_wt,DD_18_wt,PPT_sm,DD_18_sp,EMT,MCMT,DD5_sm,Tmax_sp,Tmin_sm,MWMT,PAS_wt,MAP,CMD_at,PPT_wt,CMD_sp,EXT,PPT_sp,TD",1573,1553,25,5,0.990494296577947,0.990494296577947,0.996831432192649,0.984157160963245,0.984355444305382,0.990554156171284,0.980988593155893,0.99822475868284
rf_var,Plain RF,climate,35,0.5,all presence + equal modeled-zone absence,19682,9841,9841,21,"RH_sm,CMD_at,PPT_sp,Eref,DD5_sp,RH_wt,AHM,DD18,MAP,RH_at,TD,PAS_wt,EXT,PPT_at,DD_0_wt,DD_18_wt,EMT,Tmin_wt,Tmin_sm,MCMT,PPT_sm",9788,9663,178,53,0.988263387867087,0.988263387867087,0.99461436845849,0.981912407275683,0.982139273530002,0.988337456454789,0.976526775734173,0.998208611734009
rf_var,Plain RF,climate,36,0.5,all presence + equal modeled-zone absence,13852,6926,6926,21,"MAP,DD_18_sp,RH_sm,DD5_sm,RH_at,DD18_sm,EXT,Eref_sp,AHM,RH_wt,Eref_sm,CMD,DD5_at,DD_18_wt,Tmin_wt,PPT_wt,PPT_sp,CMD_sp,Eref_at,PPT_sm,TD",6872,6578,348,54,0.970978920011551,0.970978920011551,0.992203291943402,0.9497545480797,0.95180055401662,0.97158207267072,0.941957840023101,0.993419878090809
rf_var,Plain RF,climate,37,0.5,all presence + equal modeled-zone absence,115368,57684,57684,21,"Eref_at,PAS_wt,Tmin_sm,CMD_at,AHM,DD_0_sp,DD_0,CMD,Eref,CMD_sp,Tmax_sp,PPT_sp,Tmax_wt,MAP,Eref_sp,PPT_sm,TD,PPT_at,CMD_sm,Eref_sm,PPT_wt",56129,55581,2103,1555,0.968292767491852,0.968292767491852,0.973042784827682,0.963542750156022,0.963885835966479,0.968442665378377,0.936585534983704,
rf_var,Plain RF,climate,38,0.5,all presence + equal modeled-zone absence,18042,9021,9021,21,"DD5,MCMT,PAS_wt,DD18,AHM,DD_18_at,Tmin_at,PPT_sp,Eref,DD_0_wt,RH_wt,DD_18_wt,Tmin_sm,Tmax_wt,PPT_at,Eref_at,RH,MAP,TD,RH_sp,PPT_sm",9017,8937,84,4,0.995122491963197,0.995122491963197,0.999556590178472,0.990688393747921,0.990770245028019,0.995144023838428,0.990244983926394,0.999295611966811
rf_var,Plain RF,climate,39,0.5,all presence + equal modeled-zone absence,13436,6718,6718,21,"RH_wt,DD5_sm,Eref,RH_at,Tmin_wt,CMD_at,CMD_sp,RH_sm,Tmax_wt,DD5_at,PAS_wt,EXT,EMT,RH_sp,PPT_sp,MAP,PPT_at,PPT_sm,Eref_at,PPT_wt,TD",6703,6558,160,15,0.98697529026496,0.98697529026496,0.99776719261685,0.976183387913069,0.976686580212735,0.987114350931448,0.97395058052992,0.996364680705221
rf_var,Plain RF,climate,40,0.5,all presence + equal modeled-zone absence,204102,102051,102051,21,"MCMT,Eref_wt,CMD_sp,Eref_sp,RH_sm,Tmin_wt,EXT,PPT_sp,DD5_sm,Eref_at,DD18_sp,MWMT,DD18,RH_wt,CMD,Eref_sm,PPT_wt,PPT_sm,AHM,CMD_at,TD",98980,90053,11998,3071,0.926169268307023,0.926169268307023,0.969907203261115,0.882431333352931,0.891888482401918,0.929263151965225,0.852338536614046,
rf_var,Plain RF,climate,41,0.5,all presence + equal modeled-zone absence,54890,27445,27445,21,"Tmax_sm,Tmin_sm,DD5_sm,Tmax_wt,DD18_sm,Eref_at,PPT_sp,DD_18_wt,CMD,DD18_at,MCMT,CMD_sm,Eref_sm,RH_wt,PPT_at,EXT,CMD_at,MAP,PPT_wt,PPT_sm,TD",27062,25999,1446,383,0.966678812169794,0.966678812169794,0.98604481690654,0.947312807433048,0.949277395818718,0.967311851017818,0.933357624339588,0.988875449104539
rf_var,Plain RF,climate,42,0.5,all presence + equal modeled-zone absence,94194,47097,47097,21,"PAS_at,DD5_sm,DD_18_sm,DD5,PAS_wt,MCMT,PAS_sp,RH,CMD_sm,RH_wt,PAS,Eref_sm,CMD,CMD_at,PPT_at,AHM,MAP,TD,RH_sm,Eref_at,PPT_sm",46715,45349,1748,382,0.977387094719409,0.977387094719409,0.991889079983863,0.962885109454955,0.963931246517962,0.977710339053998,0.954774189438818,
rf_var,Plain RF,climate,43,0.5,all presence + equal modeled-zone absence,3368,1684,1684,21,"RH_sm,Tmin_wt,MAP,AHM,MWMT,Eref_sm,CMD_sp,Tmin_sp,CMD_sm,RH_wt,PPT_wt,TD,EMT,PPT_at,Eref_at,Tmin_at,MCMT,Tmax_wt,PAS_wt,RH_at,PPT_sm",1682,1666,18,2,0.994061757719715,0.994061757719715,0.998812351543943,0.989311163895487,0.989411764705882,0.994089834515366,0.98812351543943,0.999545639835027
rf_var,Plain RF,climate,44,0.5,all presence + equal modeled-zone absence,344352,172176,172176,21,"DD18_sp,DD_18_wt,Eref_sp,Tmax_wt,Tmin_wt,DD5_sm,DD18,PPT_sp,MWMT,CMD_wt,PPT_sm,EXT,Eref_at,CMD_sp,PPT_at,Eref_sm,CMD,PPT_wt,AHM,CMD_at,TD",165150,150516,21660,7026,0.916695706718706,0.916695706718706,0.959192918873711,0.874198494563702,0.884053316203629,0.920091591315539,0.833391413437413,
rf_var,Plain RF,climate,45,0.5,all presence + equal modeled-zone absence,9754,4877,4877,21,"Eref_at,DD_18_sp,CMD,MCMT,PAS_wt,RH_wt,DD_0_wt,Tmax_sp,Tmin_wt,DD_18_wt,EMT,Tmax_wt,PPT_wt,EXT,CMD_sp,PPT_sm,MAP,PPT_at,RH_sm,PPT_sp,TD",4844,4757,120,33,0.98431412753742,0.98431412753742,0.993233545212221,0.97539470986262,0.975825946817083,0.984452799512245,0.968628255074841,0.996866739717914
rf_var,Plain RF,climate,46,0.5,all presence + equal modeled-zone absence,82418,41209,41209,21,"Tmin_at,DD_0,Tmax_sm,DD_0_wt,DD_0_sp,Tmin_wt,RH_at,DD_18_wt,RH_sm,DD5_sm,EXT,EMT,CMD_sp,Eref_at,PPT_at,PPT_wt,Tmax_wt,PPT_sp,MAP,PPT_sm,TD",40690,39049,2160,519,0.967494964692179,0.967494964692179,0.987405663811303,0.947584265573054,0.949591598599767,0.96812952806957,0.934989929384358,0.987838851854862
rf_var,Plain RF,climate,47,0.5,all presence + equal modeled-zone absence,214378,107189,107189,21,"Tmax_sm,MAP,CMD_at,DD_18_sp,Tmin_wt,DD5,DD18,CMD_sp,DD18_sm,PPT_at,AHM,DD5_sm,DD_18_wt,PPT_sm,PPT_sp,Eref_sm,CMD,Eref_wt,TD,Eref_at,PPT_wt",104990,99395,7794,2199,0.953386075063673,0.953386075063673,0.979484835197642,0.927287314929704,0.930894453113917,0.954571697435594,0.906772150127345,
rf_var,Plain RF,climate,48,0.5,all presence + equal modeled-zone absence,1026,513,513,21,"DD5_sm,DD18_sm,RH,EXT,MCMT,DD_18_wt,PPT_sm,MAP,PPT_at,AHM,Eref_sm,RH_wt,RH_sp,PPT_sp,CMD,Tmin_sm,CMD_sm,CMD_at,RH_sm,TD,PPT_wt",513,511,2,0,0.998050682261209,0.998050682261209,1,0.996101364522417,0.996116504854369,0.998054474708171,0.996101364522417,1
rf_var,Plain RF,climate,49,0.5,all presence + equal modeled-zone absence,94126,47063,47063,21,"RH_wt,DD18_sp,RH_at,Tmin_sm,MWMT,EXT,Tmax_sm,DD18_sm,Eref_wt,Tmax_wt,PPT_wt,DD18,MAP,DD5_sm,AHM,PPT_sp,CMD,PPT_sm,TD,Eref_sm,CMD_at",45558,42863,4200,1505,0.939389754159318,0.939389754159318,0.968021588084058,0.910757920234579,0.915591462679368,0.941076832505345,0.878779508318637,
rf_var,Plain RF,climate,50,0.5,all presence + equal modeled-zone absence,1524,762,762,21,"RH_at,Eref_at,RH_wt,PPT_sp,PPT_at,Tmax_wt,MWMT,CMD,Tmin_wt,DD5_sm,Tmin_sm,EXT,PPT_wt,Eref,Eref_wt,CMD_at,AHM,CMD_wt,Eref_sm,CMD_sp,TD",758,760,2,4,0.996062992125984,0.996062992125984,0.994750656167979,0.99737532808399,0.997368421052632,0.996057818659658,0.992125984251969,0.999972444389333
rf_var,Plain RF,climate,52,0.5,all presence + equal modeled-zone absence,14162,7081,7081,21,"DD18_at,AHM,Tmax_sm,Eref_at,Eref_sm,CMD_wt,MWMT,Tmax_sp,RH_wt,Tmax_at,Eref_wt,CMD,PPT_sm,Tmax_wt,MAP,CMD_at,CMD_sp,Eref_sp,PPT_sp,PPT_at,TD",7071,7012,69,10,0.994421691851433,0.994421691851434,0.998587770088971,0.990255613613896,0.990336134453782,0.994444835103017,0.988843383702867,0.998909256320447
rf_var,Plain RF,climate,53,0.5,all presence + equal modeled-zone absence,39158,19579,19579,21,"MCMT,DD5_sp,DD5,DD18_at,Tmax_wt,EXT,DD_18,DD_18_wt,DD5_at,DD_18_at,Eref_wt,Eref_sm,DD5_wt,AHM,TD,PPT_at,CMD,CMD_at,PPT_sm,CMD_sp,RH_at",19483,19195,384,96,0.987741968435569,0.987741968435569,0.995096787374228,0.98038714949691,0.980671465243872,0.987831465801349,0.975483936871137,0.997743986475867
rf_var,Plain RF,climate,54,0.5,all presence + equal modeled-zone absence,6926,3463,3463,21,"Tmax_sp,Tave_sp,DD_18,Tave_at,DD18_sm,DD18_sp,DD5,DD5_at,EXT,DD_18_at,Eref_sm,DD5_sp,Tmax_wt,CMD,CMD_sp,CMD_wt,DD_18_sp,PPT_wt,PPT_at,CMD_at,PPT_sp",3456,3446,17,7,0.99653479641929,0.99653479641929,0.997978631244586,0.995090961593994,0.995105096458393,0.996539792387543,0.993069592838579,0.999593324721746
rf_var,Plain RF,climate,55,0.5,all presence + equal modeled-zone absence,3982,1991,1991,21,"DD_18_sp,DD5_sp,Eref_sp,DD5_sm,CMD,Tmin_wt,PPT_wt,PPT_at,EMT,Eref_sm,Eref_at,AHM,MWMT,CMD_wt,Eref_wt,Tmin_sp,TD,PPT_sp,MAP,CMD_at,CMD_sp",1990,1971,20,1,0.994726268206931,0.994726268206931,0.999497739829232,0.989954796584631,0.990049751243781,0.994751312171957,0.989452536413862,0.998504823690535
mf_var,Plain MF RF,soil,1,0.5,all presence + equal modeled-zone absence,3198,1599,1599,9,"T_REF_BULK_DENSITY,T_SAND,T_CLAY,T_SILT,T_CEC_SOIL,T_PH_H2O,T_TEB,T_CEC_CLAY,T_OC",1420,1155,444,179,0.805190744215135,0.805190744215135,0.888055034396498,0.722326454033771,0.761802575107296,0.82009818076812,0.610381488430269,0.836845143599365
mf_var,Plain MF RF,soil,2,0.5,all presence + equal modeled-zone absence,5676,2838,2838,9,"T_CACO3,T_BS,T_GRAVEL,T_TEB,T_OC,T_SILT,T_PH_H2O,T_CEC_SOIL,T_CEC_CLAY",2579,2215,623,259,0.8446088794926,0.8446088794926,0.908738548273432,0.780479210711769,0.805434103685197,0.853973509933775,0.689217758985201,0.867903617024764
mf_var,Plain MF RF,soil,3,0.5,all presence + equal modeled-zone absence,5966,2983,2983,9,"T_CACO3,T_CLAY,T_SAND,T_TEB,T_OC,T_REF_BULK_DENSITY,T_BS,T_PH_H2O,T_CEC_CLAY",2714,2104,879,269,0.807576265504526,0.807576265504526,0.909822326516929,0.705330204492122,0.755357639855274,0.825425790754258,0.615152531009051,0.837744368608392
mf_var,Plain MF RF,soil,4,0.5,all presence + equal modeled-zone absence,5008,2504,2504,9,"T_TEB,T_BS,T_PH_H2O,T_REF_BULK_DENSITY,T_SAND,T_CEC_CLAY,T_CEC_SOIL,T_OC,T_GRAVEL",1748,2077,427,756,0.763777955271566,0.763777955271566,0.698083067092652,0.829472843450479,0.80367816091954,0.747168198332977,0.527555910543131,0.839183903198971
mf_var,Plain MF RF,soil,5,0.5,all presence + equal modeled-zone absence,5618,2809,2809,9,"T_CEC_SOIL,T_CLAY,T_CACO3,T_PH_H2O,T_TEB,T_REF_BULK_DENSITY,T_SILT,T_OC,T_CEC_CLAY",2299,2035,774,510,0.771448914204343,0.771448914204343,0.818440726237095,0.724457102171591,0.748128864301985,0.781706902414145,0.542897828408687,0.794051148466108
mf_var,Plain MF RF,soil,6,0.5,all presence + equal modeled-zone absence,4992,2496,2496,9,"T_PH_H2O,T_SAND,T_BS,T_CEC_SOIL,T_TEB,T_OC,T_SILT,T_CEC_CLAY,T_GRAVEL",2261,1892,604,235,0.83193108974359,0.83193108974359,0.905849358974359,0.75801282051282,0.789179755671902,0.843499347136728,0.663862179487179,0.845108664247411
mf_var,Plain MF RF,soil,7,0.5,all presence + equal modeled-zone absence,5678,2839,2839,9,"T_CEC_SOIL,T_BS,T_TEB,T_SAND,T_CLAY,T_REF_BULK_DENSITY,T_OC,T_PH_H2O,T_CEC_CLAY",2464,1784,1055,375,0.748150757308912,0.748150757308912,0.867911236350828,0.628390278266996,0.700198920147769,0.775086505190312,0.496301514617823,0.779649949422581
mf_var,Plain MF RF,soil,9,0.5,all presence + equal modeled-zone absence,3976,1988,1988,9,"T_CACO3,T_CEC_SOIL,T_TEB,T_BS,T_GRAVEL,T_REF_BULK_DENSITY,T_PH_H2O,T_SILT,T_CEC_CLAY",1950,1634,354,38,0.901408450704225,0.901408450704225,0.980885311871227,0.821931589537223,0.846354166666667,0.908667287977633,0.802816901408451,0.910327786639353
