zoneID,method,scenario,period,ssp,normal_assigned_area_km2,future_assigned_area_km2,area_change_km2,percent_change,change_direction,rank_gain,rank_loss,rank_absolute_change,zone_name,baseline_definition
48,mf_var,2041-2070SSP585,2041-2070,SSP585,7836.15797316011,294.333455211214,-7541.8245179489,-96.2439060542252,loss,,32,47,Subtropical and tropical marshes,normal-period assigned map on the same common-valid cells
34,mf_var,2041-2070SSP585,2041-2070,SSP585,17547.3354933682,11458.7883097689,-6088.54718359925,-34.697844501237,loss,,33,48,"Needleleaf, evergreen and deciduous broadleaf mixed forests on mountains in subtropical zone",normal-period assigned map on the same common-valid cells
17,mf_var,2041-2070SSP585,2041-2070,SSP585,5921.18003716098,212.639367603131,-5708.54066955785,-96.4088346196431,loss,,34,49,Alpine tundra,normal-period assigned map on the same common-valid cells
52,mf_var,2041-2070SSP585,2041-2070,SSP585,37584.5641392318,41218.0944612337,3633.53032200196,9.66761330141163,gain,16,,50,Tropical rain forests,normal-period assigned map on the same common-valid cells
1,mf_var,2041-2070SSP585,2041-2070,SSP585,29367.9552454079,32397.2448030147,3029.28955760682,10.3149488355356,gain,17,,51,One year one ripe fields with cold-tolerant crops of short growth duration,normal-period assigned map on the same common-valid cells
50,mf_var,2041-2070SSP585,2041-2070,SSP585,13098.4512314069,15666.3766659041,2567.92543449716,19.604802042091,gain,18,,52,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
39,mf_var,2041-2070SSP585,2041-2070,SSP585,52943.4709010204,51896.4869118587,-1046.98398916166,-1.97755071842388,loss,,35,53,Sclerophyllous broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
24,mf_var,2041-2070SSP585,2041-2070,SSP585,448414.155928111,448889.844508253,475.688580141577,0.106082418195968,gain,19,,54,Semi-shrub and dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
99,mf_var,2071-2100SSP585,2071-2100,SSP585,0,964430.482092513,964430.482092513,,gain,1,,1,Novel zone,normal-period assigned map on the same common-valid cells
21,mf_var,2071-2100SSP585,2071-2100,SSP585,387821.089449447,1307904.83942857,920083.749979124,237.244382786217,gain,2,,2,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,normal-period assigned map on the same common-valid cells
27,mf_var,2071-2100SSP585,2071-2100,SSP585,485826.00965793,828650.00185063,342823.992192701,70.5651787630891,gain,3,,3,Two years three ripes or one year two ripes grain fields and deciduous orchards,normal-period assigned map on the same common-valid cells
16,mf_var,2071-2100SSP585,2071-2100,SSP585,502190.587346832,178151.906893769,-324038.680453062,-64.52504061556,loss,,1,4,Kobresia spp. and forb high-cold meadows,normal-period assigned map on the same common-valid cells
18,mf_var,2071-2100SSP585,2071-2100,SSP585,115838.608673571,436257.122968019,320418.514294449,276.607702702453,gain,4,,5,Subalpine broadleaf deciduous scrubs,normal-period assigned map on the same common-valid cells
30,mf_var,2071-2100SSP585,2071-2100,SSP585,350328.45534344,49262.1912728354,-301066.264070605,-85.9382843381815,loss,,2,6,Needleleaf forests in subtropical zone,normal-period assigned map on the same common-valid cells
31,mf_var,2071-2100SSP585,2071-2100,SSP585,524871.316887245,274541.566252318,-250329.750634927,-47.6935474621686,loss,,3,7,Grass and Carex spp. high-cold steppes,normal-period assigned map on the same common-valid cells
20,mf_var,2071-2100SSP585,2071-2100,SSP585,293024.95687912,52776.5177618285,-240248.439117292,-81.9890707180958,loss,,4,8,Alpine sparse vegetation,normal-period assigned map on the same common-valid cells
13,mf_var,2071-2100SSP585,2071-2100,SSP585,344890.410320964,113191.357434235,-231699.052886729,-67.1804857291057,loss,,5,9,Temperate tufted grass steppes,normal-period assigned map on the same common-valid cells
47,mf_var,2071-2100SSP585,2071-2100,SSP585,264618.07181798,34506.3171949132,-230111.754623067,-86.9599544136016,loss,,6,10,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,normal-period assigned map on the same common-valid cells
46,mf_var,2071-2100SSP585,2071-2100,SSP585,130331.838517487,315520.763056788,185188.924539301,142.090318563605,gain,5,,11,Subalpine sclerophyllous broadleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
53,mf_var,2071-2100SSP585,2071-2100,SSP585,76787.4420151274,253720.454679895,176933.012664768,230.419204002018,gain,6,,12,One year three ripes grain fields; tropical evergreen orchards and economic tree plantations,normal-period assigned map on the same common-valid cells
12,mf_var,2071-2100SSP585,2071-2100,SSP585,212435.092758787,384237.810739782,171802.717980996,80.8730402071902,gain,7,,13,One year one ripe grain fields and cold-tolerant economic crop fields,normal-period assigned map on the same common-valid cells
42,mf_var,2071-2100SSP585,2071-2100,SSP585,179063.794589991,8650.19972356594,-170413.594866425,-95.1692078550147,loss,,7,14,Cushion nano-semi-shrub high-cold deserts,normal-period assigned map on the same common-valid cells
23,mf_var,2071-2100SSP585,2071-2100,SSP585,212618.61875567,45453.1682687642,-167165.450486906,-78.6222069662692,loss,,8,15,Shrub deserts,normal-period assigned map on the same common-valid cells
2,mf_var,2071-2100SSP585,2071-2100,SSP585,143114.077019828,13373.2068532623,-129740.870166566,-90.6555615410149,loss,,9,16,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,normal-period assigned map on the same common-valid cells
15,mf_var,2071-2100SSP585,2071-2100,SSP585,162518.920774721,281441.967651696,118923.046876975,73.1748933047758,gain,8,,17,Grass and forb halophytic meadows,normal-period assigned map on the same common-valid cells
25,mf_var,2071-2100SSP585,2071-2100,SSP585,198513.317492657,312169.375361358,113656.057868702,57.253618701378,gain,9,,18,Temperate tufted low grass and nano-semi-shrub desert steppes,normal-period assigned map on the same common-valid cells
37,mf_var,2071-2100SSP585,2071-2100,SSP585,137754.539140938,24735.9211686175,-113018.617972321,-82.04348014746,loss,,10,19,Needleleaf forests in temperate zone,normal-period assigned map on the same common-valid cells
29,mf_var,2071-2100SSP585,2071-2100,SSP585,125597.18518487,13767.4147110292,-111829.770473841,-89.0384368958871,loss,,11,20,Dwarf semi-arboreous deserts,normal-period assigned map on the same common-valid cells
19,mf_var,2071-2100SSP585,2071-2100,SSP585,387321.382399642,493086.274575525,105764.892175883,27.3067527335101,gain,10,,21,No vegetation,normal-period assigned map on the same common-valid cells
41,mf_var,2071-2100SSP585,2071-2100,SSP585,100305.136265779,12473.5751924433,-87831.5610733357,-87.5643704232732,loss,,12,22,Temperate grasslands,normal-period assigned map on the same common-valid cells
11,mf_var,2071-2100SSP585,2071-2100,SSP585,112618.233713769,25652.7269606629,-86965.5067531065,-77.2215154556039,loss,,13,23,Temperate grass and forb meadow steppes,normal-period assigned map on the same common-valid cells
33,mf_var,2071-2100SSP585,2071-2100,SSP585,267374.679413436,183611.408385849,-83763.2710275874,-31.3280491673132,loss,,14,24,One year one ripe grain fields and cold-tolerant economic crop fields; deciduous orchards,normal-period assigned map on the same common-valid cells
36,mf_var,2071-2100SSP585,2071-2100,SSP585,100690.348914115,17289.4920224279,-83400.8568916873,-82.8290474619617,loss,,15,25,Broadleaf evergreen and deciduous mixed forests in subtropical zone,normal-period assigned map on the same common-valid cells
26,mf_var,2071-2100SSP585,2071-2100,SSP585,82250.9422070023,1687.54681673551,-80563.3953902668,-97.948294850546,loss,,16,26,Bamboo forests and scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
10,mf_var,2071-2100SSP585,2071-2100,SSP585,118380.956323072,197777.804511775,79396.8481887028,67.0689363008878,gain,11,,27,Needleleaf forests on mountains in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
7,mf_var,2071-2100SSP585,2071-2100,SSP585,167184.881658768,88396.8844666897,-78787.9971920779,-47.1262690802916,loss,,17,28,Deciduous scrubs in temperate zone,normal-period assigned map on the same common-valid cells
5,mf_var,2071-2100SSP585,2071-2100,SSP585,106859.24957289,31869.9289029417,-74989.3206699479,-70.1757882164399,loss,,18,29,Grass and forb meadows,normal-period assigned map on the same common-valid cells
44,mf_var,2071-2100SSP585,2071-2100,SSP585,274742.074732915,200618.177234632,-74123.8974982833,-26.9794488413693,loss,,19,30,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
22,mf_var,2071-2100SSP585,2071-2100,SSP585,68865.4099821487,76.4119598795237,-68788.9980222691,-99.8890415959197,loss,,20,31,Alpine cushion vegetation,normal-period assigned map on the same common-valid cells
6,mf_var,2071-2100SSP585,2071-2100,SSP585,60927.1604043934,0.614512479340077,-60926.545891914,-99.9989913981297,loss,,21,32,Cold-temperate and temperate marshes,normal-period assigned map on the same common-valid cells
4,mf_var,2071-2100SSP585,2071-2100,SSP585,59865.7633857213,1568.9959253589,-58296.7674603624,-97.3791432086989,loss,,22,33,"Grass, Carex and forb swamp meadows",normal-period assigned map on the same common-valid cells
3,mf_var,2071-2100SSP585,2071-2100,SSP585,285858.714718918,227732.563541857,-58126.1511770614,-20.3338741077795,loss,,23,34,Broadleaf deciduous forests in temperate zone,normal-period assigned map on the same common-valid cells
35,mf_var,2071-2100SSP585,2071-2100,SSP585,48263.3999115137,10.0282282746282,-48253.3716832391,-99.9792218776692,loss,,24,35,Steppe shrub deserts,normal-period assigned map on the same common-valid cells
9,mf_var,2071-2100SSP585,2071-2100,SSP585,45391.9571038683,121.411541275805,-45270.5455625925,-99.732526312981,loss,,25,36,Needleleaf and deciduous broadleaf mixed forests in temperate zone,normal-period assigned map on the same common-valid cells
32,mf_var,2071-2100SSP585,2071-2100,SSP585,73044.9499715957,31324.9571341353,-41719.9928374604,-57.1155060735666,loss,,26,37,Succulent halophytic dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
28,mf_var,2071-2100SSP585,2071-2100,SSP585,77051.2998985893,35959.7140133708,-41091.5858852185,-53.3301656679394,loss,,27,38,Broadleaf deciduous forests in subtropical zone,normal-period assigned map on the same common-valid cells
14,mf_var,2071-2100SSP585,2071-2100,SSP585,57379.1058545777,20704.0309925599,-36675.0748620178,-63.9171250855104,loss,,28,39,Microphyllous deciduous woodlands in temperate zone,normal-period assigned map on the same common-valid cells
38,mf_var,2071-2100SSP585,2071-2100,SSP585,35331.6927714868,0,-35331.6927714868,-100,loss,,29,40,Annual herb deserts,normal-period assigned map on the same common-valid cells
40,mf_var,2071-2100SSP585,2071-2100,SSP585,258095.741330637,227343.715669396,-30752.0256612414,-11.9149682604976,loss,,30,41,Subtropical and tropical grasslands,normal-period assigned map on the same common-valid cells
52,mf_var,2071-2100SSP585,2071-2100,SSP585,37584.5641392311,57765.707174818,20181.143035587,53.6952961881543,gain,12,,42,Tropical rain forests,normal-period assigned map on the same common-valid cells
54,mf_var,2071-2100SSP585,2071-2100,SSP585,19375.4010813882,4.38173695016956,-19371.0193444381,-99.9773850516345,loss,,31,43,Tropical mangroves,normal-period assigned map on the same common-valid cells
24,mf_var,2071-2100SSP585,2071-2100,SSP585,448414.155928138,429851.41512117,-18562.7408069675,-4.13964201655185,loss,,32,44,Semi-shrub and dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
1,mf_var,2071-2100SSP585,2071-2100,SSP585,29367.9552454078,46727.3710746561,17359.4158292483,59.1100595332144,gain,13,,45,One year one ripe fields with cold-tolerant crops of short growth duration,normal-period assigned map on the same common-valid cells
43,mf_var,2071-2100SSP585,2071-2100,SSP585,17170.5106824451,1.35769596518803,-17169.15298648,-99.992092862057,loss,,33,46,High-cold marshes,normal-period assigned map on the same common-valid cells
55,mf_var,2071-2100SSP585,2071-2100,SSP585,17353.6329701235,8289.4706240066,-9064.16234611686,-52.2320736051177,loss,,34,47,Tropical monsoon forests,normal-period assigned map on the same common-valid cells
50,mf_var,2071-2100SSP585,2071-2100,SSP585,13098.4512314069,20837.0715669806,7738.62033557369,59.0804225542204,gain,14,,48,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
48,mf_var,2071-2100SSP585,2071-2100,SSP585,7836.1579731601,480.011279815866,-7356.14669334423,-93.8744052702872,loss,,35,49,Subtropical and tropical marshes,normal-period assigned map on the same common-valid cells
34,mf_var,2071-2100SSP585,2071-2100,SSP585,17547.3354933683,10265.8421705091,-7281.49332285915,-41.4962905656592,loss,,36,50,"Needleleaf, evergreen and deciduous broadleaf mixed forests on mountains in subtropical zone",normal-period assigned map on the same common-valid cells
17,mf_var,2071-2100SSP585,2071-2100,SSP585,5921.18003716101,16.3537565787797,-5904.82628058223,-99.7238091651302,loss,,37,51,Alpine tundra,normal-period assigned map on the same common-valid cells
49,mf_var,2071-2100SSP585,2071-2100,SSP585,152314.528027565,147063.914909236,-5250.61311832824,-3.44721753487496,loss,,38,52,Broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
39,mf_var,2071-2100SSP585,2071-2100,SSP585,52943.4709010196,48038.48800886,-4904.98289215958,-9.26456616592004,loss,,39,53,Sclerophyllous broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
45,mf_var,2071-2100SSP585,2071-2100,SSP585,46253.2545285067,41737.7783281584,-4515.47620034829,-9.76250481480242,loss,,40,54,Subalpine needleleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
21,rf_var,2011-2040SSP245,2011-2040,SSP245,388739.311012909,662329.284364878,273589.97335197,70.3787771396458,gain,1,,1,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,normal-period assigned map on the same common-valid cells
23,rf_var,2011-2040SSP245,2011-2040,SSP245,211920.047322759,442157.296174471,230237.248851713,108.643449149979,gain,2,,2,Shrub deserts,normal-period assigned map on the same common-valid cells
99,rf_var,2011-2040SSP245,2011-2040,SSP245,0,165913.158567588,165913.158567588,,gain,3,,3,Novel zone,normal-period assigned map on the same common-valid cells
27,rf_var,2011-2040SSP245,2011-2040,SSP245,488626.388810363,634751.899056453,146125.51024609,29.905366061349,gain,4,,4,Two years three ripes or one year two ripes grain fields and deciduous orchards,normal-period assigned map on the same common-valid cells
20,rf_var,2011-2040SSP245,2011-2040,SSP245,293806.225048212,157711.255256861,-136094.969791352,-46.3213363736657,loss,,1,5,Alpine sparse vegetation,normal-period assigned map on the same common-valid cells
30,rf_var,2011-2040SSP245,2011-2040,SSP245,351150.13268721,251602.215291805,-99547.9173954043,-28.3491043086341,loss,,2,6,Needleleaf forests in subtropical zone,normal-period assigned map on the same common-valid cells
2,rf_var,2011-2040SSP245,2011-2040,SSP245,143659.468609706,63115.6414976806,-80543.8271120254,-56.065797744837,loss,,3,7,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,normal-period assigned map on the same common-valid cells
42,rf_var,2011-2040SSP245,2011-2040,SSP245,176239.054839001,100144.903694496,-76094.1511445048,-43.1766677448531,loss,,4,8,Cushion nano-semi-shrub high-cold deserts,normal-period assigned map on the same common-valid cells
11,rf_var,2011-2040SSP245,2011-2040,SSP245,111338.855250928,37502.8288814265,-73836.0263695017,-66.3164949945775,loss,,5,9,Temperate grass and forb meadow steppes,normal-period assigned map on the same common-valid cells
31,rf_var,2011-2040SSP245,2011-2040,SSP245,524812.859136399,588372.131354836,63559.2722184368,12.110845058756,gain,5,,10,Grass and Carex spp. high-cold steppes,normal-period assigned map on the same common-valid cells
53,rf_var,2011-2040SSP245,2011-2040,SSP245,76651.0033234251,137679.815701931,61028.8123785059,79.6190652860706,gain,6,,11,One year three ripes grain fields; tropical evergreen orchards and economic tree plantations,normal-period assigned map on the same common-valid cells
33,rf_var,2011-2040SSP245,2011-2040,SSP245,267899.66711131,327839.495729465,59939.8286181544,22.3739839860457,gain,7,,12,One year one ripe grain fields and cold-tolerant economic crop fields; deciduous orchards,normal-period assigned map on the same common-valid cells
37,rf_var,2011-2040SSP245,2011-2040,SSP245,137338.605276914,78497.3854853837,-58841.2197915306,-42.8439037027424,loss,,6,13,Needleleaf forests in temperate zone,normal-period assigned map on the same common-valid cells
22,rf_var,2011-2040SSP245,2011-2040,SSP245,67936.0341678946,12704.6451866616,-55231.388981233,-81.2991068108807,loss,,7,14,Alpine cushion vegetation,normal-period assigned map on the same common-valid cells
26,rf_var,2011-2040SSP245,2011-2040,SSP245,82135.6445600189,28104.4961312251,-54031.1484287937,-65.7828263456454,loss,,8,15,Bamboo forests and scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
13,rf_var,2011-2040SSP245,2011-2040,SSP245,338535.309596326,285482.257353613,-53053.0522427128,-15.671349705286,loss,,9,16,Temperate tufted grass steppes,normal-period assigned map on the same common-valid cells
36,rf_var,2011-2040SSP245,2011-2040,SSP245,101251.209033373,53400.8001033962,-47850.4089299769,-47.2590988164942,loss,,10,17,Broadleaf evergreen and deciduous mixed forests in subtropical zone,normal-period assigned map on the same common-valid cells
35,rf_var,2011-2040SSP245,2011-2040,SSP245,48133.096474373,2853.77893751409,-45279.3175368589,-94.0710672145651,loss,,11,18,Steppe shrub deserts,normal-period assigned map on the same common-valid cells
9,rf_var,2011-2040SSP245,2011-2040,SSP245,45209.0823661846,5486.11543343149,-39722.9669327531,-87.8650148459218,loss,,12,19,Needleleaf and deciduous broadleaf mixed forests in temperate zone,normal-period assigned map on the same common-valid cells
44,rf_var,2011-2040SSP245,2011-2040,SSP245,275169.247432437,239106.129408516,-36063.1180239214,-13.1057952007432,loss,,13,20,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
12,rf_var,2011-2040SSP245,2011-2040,SSP245,213372.680175981,248607.492213061,35234.8120370805,16.5132724620698,gain,8,,21,One year one ripe grain fields and cold-tolerant economic crop fields,normal-period assigned map on the same common-valid cells
47,rf_var,2011-2040SSP245,2011-2040,SSP245,266275.52218933,301309.735152556,35034.2129632258,13.1571286294635,gain,9,,22,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,normal-period assigned map on the same common-valid cells
29,rf_var,2011-2040SSP245,2011-2040,SSP245,125665.027370621,93471.1531931998,-32193.8741774217,-25.6188017072347,loss,,14,23,Dwarf semi-arboreous deserts,normal-period assigned map on the same common-valid cells
19,rf_var,2011-2040SSP245,2011-2040,SSP245,386966.684471227,354977.160709042,-31989.5237621855,-8.26673846765331,loss,,15,24,No vegetation,normal-period assigned map on the same common-valid cells
38,rf_var,2011-2040SSP245,2011-2040,SSP245,35504.4926499862,4107.87105183108,-31396.6215981551,-88.4299964730444,loss,,16,25,Annual herb deserts,normal-period assigned map on the same common-valid cells
49,rf_var,2011-2040SSP245,2011-2040,SSP245,151601.336740616,123299.244527162,-28302.0922134541,-18.6687616494291,loss,,17,26,Broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
14,rf_var,2011-2040SSP245,2011-2040,SSP245,57800.1015892952,31113.4659132719,-26686.6356760233,-46.1705688091139,loss,,18,27,Microphyllous deciduous woodlands in temperate zone,normal-period assigned map on the same common-valid cells
18,rf_var,2011-2040SSP245,2011-2040,SSP245,116922.464943234,141821.970500444,24899.5055572099,21.2957412155985,gain,10,,28,Subalpine broadleaf deciduous scrubs,normal-period assigned map on the same common-valid cells
45,rf_var,2011-2040SSP245,2011-2040,SSP245,45423.1558171277,69896.3751679305,24473.2193508028,53.8782894110907,gain,11,,29,Subalpine needleleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
46,rf_var,2011-2040SSP245,2011-2040,SSP245,129553.110410276,153314.820150817,23761.7097405403,18.3412884995893,gain,12,,30,Subalpine sclerophyllous broadleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
4,rf_var,2011-2040SSP245,2011-2040,SSP245,59964.6750406679,37177.7531842519,-22786.921856416,-38.0005759073354,loss,,19,31,"Grass, Carex and forb swamp meadows",normal-period assigned map on the same common-valid cells
41,rf_var,2011-2040SSP245,2011-2040,SSP245,100442.41819552,79832.9670636264,-20609.4511318939,-20.5186727899917,loss,,20,32,Temperate grasslands,normal-period assigned map on the same common-valid cells
54,rf_var,2011-2040SSP245,2011-2040,SSP245,19295.7856753858,1604.06931923911,-17691.7163561467,-91.6869447752765,loss,,21,33,Tropical mangroves,normal-period assigned map on the same common-valid cells
10,rf_var,2011-2040SSP245,2011-2040,SSP245,118901.276657658,135166.533597866,16265.2569402076,13.679631873961,gain,13,,34,Needleleaf forests on mountains in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
28,rf_var,2011-2040SSP245,2011-2040,SSP245,76289.3427166474,60364.6992315862,-15924.6434850611,-20.874007978032,loss,,22,35,Broadleaf deciduous forests in subtropical zone,normal-period assigned map on the same common-valid cells
25,rf_var,2011-2040SSP245,2011-2040,SSP245,200280.065005524,184574.926928195,-15705.1380773287,-7.84158826635871,loss,,23,36,Temperate tufted low grass and nano-semi-shrub desert steppes,normal-period assigned map on the same common-valid cells
7,rf_var,2011-2040SSP245,2011-2040,SSP245,168880.664535435,154116.874344446,-14763.7901909886,-8.74214359092059,loss,,24,37,Deciduous scrubs in temperate zone,normal-period assigned map on the same common-valid cells
6,rf_var,2011-2040SSP245,2011-2040,SSP245,60239.6197023857,45958.6280405296,-14280.991661856,-23.7069751310041,loss,,25,38,Cold-temperate and temperate marshes,normal-period assigned map on the same common-valid cells
43,rf_var,2011-2040SSP245,2011-2040,SSP245,16783.3114665699,2980.95599700274,-13802.3554695671,-82.2385707198463,loss,,26,39,High-cold marshes,normal-period assigned map on the same common-valid cells
40,rf_var,2011-2040SSP245,2011-2040,SSP245,256176.678426152,243293.812198551,-12882.8662276014,-5.02889892504993,loss,,27,40,Subtropical and tropical grasslands,normal-period assigned map on the same common-valid cells
15,rf_var,2011-2040SSP245,2011-2040,SSP245,164882.302017431,176713.441359991,11831.1393425595,7.17550592016159,gain,14,,41,Grass and forb halophytic meadows,normal-period assigned map on the same common-valid cells
16,rf_var,2011-2040SSP245,2011-2040,SSP245,503564.207353709,514191.032338714,10626.8249850044,2.11032174841212,gain,15,,42,Kobresia spp. and forb high-cold meadows,normal-period assigned map on the same common-valid cells
32,rf_var,2011-2040SSP245,2011-2040,SSP245,73594.3508926847,66097.3695462466,-7496.98134643813,-10.1868978467793,loss,,28,43,Succulent halophytic dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
48,rf_var,2011-2040SSP245,2011-2040,SSP245,7672.97278911418,1233.20675583811,-6439.76603327607,-83.9279143855731,loss,,29,44,Subtropical and tropical marshes,normal-period assigned map on the same common-valid cells
24,rf_var,2011-2040SSP245,2011-2040,SSP245,449141.154359093,442910.190550571,-6230.96380852244,-1.38730636194178,loss,,30,45,Semi-shrub and dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
39,rf_var,2011-2040SSP245,2011-2040,SSP245,52664.1393994254,58586.5644107509,5922.4250113255,11.2456504157554,gain,16,,46,Sclerophyllous broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
5,rf_var,2011-2040SSP245,2011-2040,SSP245,106671.426355801,111820.237882712,5148.8115269118,4.82679542480104,gain,17,,47,Grass and forb meadows,normal-period assigned map on the same common-valid cells
17,rf_var,2011-2040SSP245,2011-2040,SSP245,5940.17111927844,1349.97523095145,-4590.19588832699,-77.2737989555521,loss,,31,48,Alpine tundra,normal-period assigned map on the same common-valid cells
52,rf_var,2011-2040SSP245,2011-2040,SSP245,37456.7833352854,33280.8903068945,-4175.89302839091,-11.1485628411052,loss,,32,49,Tropical rain forests,normal-period assigned map on the same common-valid cells
55,rf_var,2011-2040SSP245,2011-2040,SSP245,17371.5161680525,13338.1608787756,-4033.35528927686,-23.2182110660813,loss,,33,50,Tropical monsoon forests,normal-period assigned map on the same common-valid cells
1,rf_var,2011-2040SSP245,2011-2040,SSP245,29364.8407776137,25703.2553347869,-3661.58544282684,-12.4692841706748,loss,,34,51,One year one ripe fields with cold-tolerant crops of short growth duration,normal-period assigned map on the same common-valid cells
34,rf_var,2011-2040SSP245,2011-2040,SSP245,17434.5163628958,14021.4105389601,-3413.10582393572,-19.5767163991971,loss,,35,52,"Needleleaf, evergreen and deciduous broadleaf mixed forests on mountains in subtropical zone",normal-period assigned map on the same common-valid cells
50,rf_var,2011-2040SSP245,2011-2040,SSP245,13051.6069776891,15026.0414296121,1974.43445192299,15.1279030643366,gain,18,,53,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
3,rf_var,2011-2040SSP245,2011-2040,SSP245,285428.36765308,285110.192739494,-318.174913586583,-0.111472772031301,loss,,36,54,Broadleaf deciduous forests in temperate zone,normal-period assigned map on the same common-valid cells
21,rf_var,2041-2070SSP245,2041-2070,SSP245,388739.311012941,940049.851563364,551310.540550423,141.820115674401,gain,1,,1,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,normal-period assigned map on the same common-valid cells
99,rf_var,2041-2070SSP245,2041-2070,SSP245,0,324138.447735845,324138.447735845,,gain,2,,2,Novel zone,normal-period assigned map on the same common-valid cells
27,rf_var,2041-2070SSP245,2041-2070,SSP245,488626.388810332,678891.625593117,190265.236782785,38.9387968271683,gain,3,,3,Two years three ripes or one year two ripes grain fields and deciduous orchards,normal-period assigned map on the same common-valid cells
30,rf_var,2041-2070SSP245,2041-2070,SSP245,351150.132687089,164845.396169829,-186304.73651726,-53.0555791312421,loss,,1,4,Needleleaf forests in subtropical zone,normal-period assigned map on the same common-valid cells
20,rf_var,2041-2070SSP245,2041-2070,SSP245,293806.225048224,111115.376521086,-182690.848527138,-62.1807276197608,loss,,2,5,Alpine sparse vegetation,normal-period assigned map on the same common-valid cells
23,rf_var,2041-2070SSP245,2041-2070,SSP245,211920.047322762,346701.469220136,134781.421897374,63.600128255963,gain,4,,6,Shrub deserts,normal-period assigned map on the same common-valid cells
42,rf_var,2041-2070SSP245,2041-2070,SSP245,176239.054838986,50408.4620914581,-125830.592747527,-71.3976779224605,loss,,3,7,Cushion nano-semi-shrub high-cold deserts,normal-period assigned map on the same common-valid cells
2,rf_var,2041-2070SSP245,2041-2070,SSP245,143659.468609719,23676.0911868362,-119983.377422882,-83.5192964195369,loss,,4,8,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,normal-period assigned map on the same common-valid cells
13,rf_var,2041-2070SSP245,2041-2070,SSP245,338535.309596345,224441.071677609,-114094.237918735,-33.7023154408255,loss,,5,9,Temperate tufted grass steppes,normal-period assigned map on the same common-valid cells
53,rf_var,2041-2070SSP245,2041-2070,SSP245,76651.0033234234,187059.615087342,110408.611763918,144.040660887447,gain,5,,10,One year three ripes grain fields; tropical evergreen orchards and economic tree plantations,normal-period assigned map on the same common-valid cells
47,rf_var,2041-2070SSP245,2041-2070,SSP245,266275.522189258,163928.842067694,-102346.680121564,-38.4363832169372,loss,,6,11,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,normal-period assigned map on the same common-valid cells
37,rf_var,2041-2070SSP245,2041-2070,SSP245,137338.605276905,45524.3751243864,-91814.2301525189,-66.8524556277537,loss,,7,12,Needleleaf forests in temperate zone,normal-period assigned map on the same common-valid cells
33,rf_var,2041-2070SSP245,2041-2070,SSP245,267899.667111231,345045.514816052,77145.8477048211,28.7965448172022,gain,6,,13,One year one ripe grain fields and cold-tolerant economic crop fields; deciduous orchards,normal-period assigned map on the same common-valid cells
12,rf_var,2041-2070SSP245,2041-2070,SSP245,213372.680175951,289552.16796924,76179.4877932898,35.7025499845954,gain,7,,14,One year one ripe grain fields and cold-tolerant economic crop fields,normal-period assigned map on the same common-valid cells
26,rf_var,2041-2070SSP245,2041-2070,SSP245,82135.6445600198,13314.5371423851,-68821.1074176347,-83.7895748992928,loss,,8,15,Bamboo forests and scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
11,rf_var,2041-2070SSP245,2041-2070,SSP245,111338.855250929,48527.3739594534,-62811.4812914759,-56.4147001061893,loss,,9,16,Temperate grass and forb meadow steppes,normal-period assigned map on the same common-valid cells
