zone,method,rank_cutoff,true_positive,false_positive,false_negative,f1,multiclass_f1,method_label,rank_label,common_reference_area_km2,common_valid_pixels,zone_name,category_label,zone_color,reference_area_km2
24,mf_var,5,787453,34873,57623,0.944526874742863,0.643343676268322,Plain MF RF,Top-5,546662.583146442,12374320,Semi-shrub and dwarf semi-shrub deserts,desert,#9C6644,547719.084772723
25,mf_var,5,215372,34942,21829,0.883550249735906,0.594951956932733,Plain MF RF,Top-5,156714.339600441,12374320,Temperate tufted low grass and nano-semi-shrub desert steppes,desert,#BC6C25,157239.724775428
26,mf_var,5,35578,10826,5305,0.815195848178996,0.262761629814317,Plain MF RF,Top-5,30887.739198993,12374320,Bamboo forests and scrubs in subtropical and tropical zones,forest,#00A878,30951.3022898633
27,mf_var,5,765456,26250,91745,0.928440476024421,0.792258009996692,Plain MF RF,Top-5,575613.263321673,12374320,Two years three ripes or one year two ripes grain fields and deciduous orchards,cropland,#FFB703,581987.788488805
28,mf_var,5,38327,38503,7715,0.623852464353148,0.311259066689158,Plain MF RF,Top-5,33890.5942871482,12374320,Broadleaf deciduous forests in subtropical zone,forest,#52B788,34056.2147908729
29,mf_var,5,155113,4496,9104,0.95800213695009,0.702359298289806,Plain MF RF,Top-5,102064.567599118,12374320,Dwarf semi-arboreous deserts,desert,#7F5539,102358.514043218
30,mf_var,5,518375,21717,57860,0.928715331618782,0.43029748830948,Plain MF RF,Top-5,437819.744699434,12374320,Needleleaf forests in subtropical zone,forest,#1B9AAA,440947.400872453
31,mf_var,5,793845,28291,47464,0.954458969187439,0.71194192048782,Plain MF RF,Top-5,597917.48976362,12374320,Grass and Carex spp. high-cold steppes,grassland meadow steppe,#48CAE4,602782.267595032
32,mf_var,5,55593,13741,4889,0.85648918469218,0.445490045171701,Plain MF RF,Top-5,39610.5639908236,12374320,Succulent halophytic dwarf semi-shrub deserts,desert,#E63946,41176.9538326962
33,mf_var,5,354156,34155,35590,0.910360037889255,0.674650666365181,Plain MF RF,Top-5,263481.759567336,12374320,One year one ripe grain fields and cold-tolerant economic crop fields; deciduous orchards,cropland,#FDB833,264431.973201361
34,mf_var,5,4815,7937,302,0.538922155688623,0.254831563669697,Plain MF RF,Top-5,3869.70482527417,12374320,"Needleleaf, evergreen and deciduous broadleaf mixed forests on mountains in subtropical zone",forest,#2A9D8F,3904.5141748997
35,mf_var,5,31259,3396,1605,0.925931959892771,0.393257652213704,Plain MF RF,Top-5,21638.1070863135,12374320,Steppe shrub deserts,desert,#D62828,21673.0911747923
36,mf_var,5,21665,53449,910,0.443550450920779,0.196178100323608,Plain MF RF,Top-5,16787.246396107,12374320,Broadleaf evergreen and deciduous mixed forests in subtropical zone,forest,#40916C,16932.3871491317
37,mf_var,5,167800,7306,23834,0.915089709330861,0.73621139888669,Plain MF RF,Top-5,134142.804615336,12374320,Needleleaf forests in temperate zone,forest,#0B3D2E,135761.296395213
38,mf_var,5,28730,1837,1301,0.948216112742995,0.546616076291763,Plain MF RF,Top-5,19639.1015916532,12374320,Annual herb deserts,desert,#F4A261,19641.7789199388
39,mf_var,5,20326,29438,1617,0.566918153039452,0.296032070686411,Plain MF RF,Top-5,16360.997186318,12374320,Sclerophyllous broadleaf evergreen forests in subtropical zone,forest,#118AB2,16428.3011178075
40,mf_var,5,299604,17724,39691,0.912560175321303,0.415430420790872,Plain MF RF,Top-5,260618.413694786,12374320,Subtropical and tropical grasslands,grassland meadow steppe,#AACC00,262130.658259238
41,mf_var,5,78467,14136,12744,0.853765219188963,0.410928250671158,Plain MF RF,Top-5,62469.8211273457,12374320,Temperate grasslands,grassland meadow steppe,#70E000,62655.3585233834
42,mf_var,5,151623,20910,3313,0.926029639446787,0.552386010480936,Plain MF RF,Top-5,107296.041839996,12374320,Cushion nano-semi-shrub high-cold deserts,desert,#8D99AE,108908.531014594
43,mf_var,5,5356,7871,336,0.566203287700196,0.248891633764916,Plain MF RF,Top-5,4030.50754712128,12374320,High-cold marshes,wetland,#4CC9F0,4041.58735428002
44,mf_var,5,498054,19550,67447,0.919678147548022,0.397392198555603,Plain MF RF,Top-5,432640.857362042,12374320,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,scrub,#F72585,441250.860529288
45,mf_var,5,14176,5870,2201,0.778409246904429,0.200401533126483,Plain MF RF,Top-5,12137.1520883011,12374320,Subalpine needleleaf evergreen scrubs,scrub,#7209B7,12167.9589990281
46,mf_var,5,127783,25160,8492,0.883644863044486,0.436132480850964,Plain MF RF,Top-5,100920.940977744,12374320,Subalpine sclerophyllous broadleaf evergreen scrubs,scrub,#B5179E,101463.317627609
47,mf_var,5,313806,16485,39984,0.917452757787455,0.597885103062618,Plain MF RF,Top-5,264994.204863356,12374320,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,cropland,#FF6D00,269180.349462283
48,mf_var,5,1575,927,37,0.765678172095285,0.186868099941894,Plain MF RF,Top-5,1217.15664610023,12374320,Subtropical and tropical marshes,wetland,#00BFA6,1797.64026241183
49,mf_var,5,145583,36907,11920,0.856388219757466,0.429559658967206,Plain MF RF,Top-5,120632.172105742,12374320,Broadleaf evergreen forests in subtropical zone,forest,#006400,121050.734801791
50,mf_var,5,2118,5032,148,0.449872557349193,0.189400668273908,Plain MF RF,Top-5,1755.4696772639,12374320,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,scrub,#FF006E,1954.02259297092
52,mf_var,5,22721,2560,615,0.934693625686488,0.572904676499719,Plain MF RF,Top-5,18097.9709420309,12374320,Tropical rain forests,forest,#00C853,18691.6856141285
53,mf_var,5,60193,3513,3509,0.944885721461761,0.577851204434023,Plain MF RF,Top-5,50493.2242293532,12374320,One year three ripes grain fields; tropical evergreen orchards and economic tree plantations,cropland,#FF9F1C,53783.411818324
54,mf_var,5,10927,400,444,0.962816107146004,0.584466322862947,Plain MF RF,Top-5,9001.15278772923,12374320,Tropical mangroves,wetland,#006D5B,9405.78073086598
55,mf_var,5,6122,1716,258,0.861161907441272,0.311470890453873,Plain MF RF,Top-5,5102.30512347929,12374320,Tropical monsoon forests,forest,#00A676,5167.1571874639
