original_zone,predicted_zone,n,method,original_category,predicted_category
27,19,1708,rf_var,cropland,no_vegetation
27,20,69,rf_var,cropland,alpine_vegetation
27,21,93,rf_var,cropland,cropland
27,22,21,rf_var,cropland,alpine_vegetation
27,23,4520,rf_var,cropland,desert
27,24,4720,rf_var,cropland,desert
27,25,403,rf_var,cropland,desert
27,26,385,rf_var,cropland,forest
27,27,634822,rf_var,cropland,cropland
27,28,5167,rf_var,cropland,forest
27,29,35,rf_var,cropland,desert
27,30,157,rf_var,cropland,forest
27,31,26,rf_var,cropland,grassland_meadow_steppe
27,32,2143,rf_var,cropland,desert
27,33,16303,rf_var,cropland,cropland
27,34,54,rf_var,cropland,forest
27,35,32,rf_var,cropland,desert
27,36,1722,rf_var,cropland,forest
27,37,30522,rf_var,cropland,forest
27,38,1739,rf_var,cropland,desert
27,39,176,rf_var,cropland,forest
27,40,264,rf_var,cropland,grassland_meadow_steppe
27,41,17690,rf_var,cropland,grassland_meadow_steppe
27,42,27,rf_var,cropland,desert
27,43,27,rf_var,cropland,wetland
27,44,531,rf_var,cropland,scrub
27,45,85,rf_var,cropland,scrub
27,46,169,rf_var,cropland,scrub
27,47,9206,rf_var,cropland,cropland
27,48,87,rf_var,cropland,wetland
27,49,61,rf_var,cropland,forest
27,50,16,rf_var,cropland,scrub
27,52,22,rf_var,cropland,forest
27,53,13,rf_var,cropland,cropland
27,54,22,rf_var,cropland,wetland
27,55,32,rf_var,cropland,forest
28,1,625,rf_var,forest,cropland
28,2,52,rf_var,forest,forest
28,3,1152,rf_var,forest,forest
28,5,224,rf_var,forest,grassland_meadow_steppe
28,7,479,rf_var,forest,scrub
28,10,1198,rf_var,forest,forest
28,13,25,rf_var,forest,grassland_meadow_steppe
28,15,50,rf_var,forest,grassland_meadow_steppe
28,16,49,rf_var,forest,grassland_meadow_steppe
28,18,746,rf_var,forest,scrub
28,19,8,rf_var,forest,no_vegetation
28,20,32,rf_var,forest,alpine_vegetation
28,21,640,rf_var,forest,cropland
28,23,121,rf_var,forest,desert
28,24,29,rf_var,forest,desert
28,25,29,rf_var,forest,desert
28,26,797,rf_var,forest,forest
28,27,1339,rf_var,forest,cropland
28,28,22579,rf_var,forest,forest
28,30,1769,rf_var,forest,forest
28,31,8,rf_var,forest,grassland_meadow_steppe
28,33,372,rf_var,forest,cropland
28,34,275,rf_var,forest,forest
28,36,2789,rf_var,forest,forest
28,37,3,rf_var,forest,forest
28,39,1156,rf_var,forest,forest
28,40,934,rf_var,forest,grassland_meadow_steppe
28,41,251,rf_var,forest,grassland_meadow_steppe
28,44,3319,rf_var,forest,scrub
28,45,222,rf_var,forest,scrub
28,46,733,rf_var,forest,scrub
28,47,2858,rf_var,forest,cropland
28,49,421,rf_var,forest,forest
28,50,417,rf_var,forest,scrub
28,55,341,rf_var,forest,forest
29,2,7,rf_var,desert,forest
29,3,2,rf_var,desert,forest
29,4,5,rf_var,desert,wetland
29,5,1,rf_var,desert,grassland_meadow_steppe
29,7,627,rf_var,desert,scrub
29,9,1,rf_var,desert,forest
29,10,4,rf_var,desert,forest
29,12,47,rf_var,desert,cropland
29,13,58,rf_var,desert,grassland_meadow_steppe
29,14,4,rf_var,desert,forest
29,15,3759,rf_var,desert,grassland_meadow_steppe
29,16,5,rf_var,desert,grassland_meadow_steppe
29,17,3,rf_var,desert,alpine_vegetation
29,18,2,rf_var,desert,scrub
29,19,1845,rf_var,desert,no_vegetation
29,20,28,rf_var,desert,alpine_vegetation
29,21,4,rf_var,desert,cropland
29,22,12,rf_var,desert,alpine_vegetation
29,23,6845,rf_var,desert,desert
29,24,14759,rf_var,desert,desert
29,25,742,rf_var,desert,desert
29,26,4,rf_var,desert,forest
29,27,25,rf_var,desert,cropland
29,28,2,rf_var,desert,forest
29,29,130071,rf_var,desert,desert
29,30,5,rf_var,desert,forest
29,31,5,rf_var,desert,grassland_meadow_steppe
29,32,1290,rf_var,desert,desert
29,33,1508,rf_var,desert,cropland
29,34,5,rf_var,desert,forest
29,35,1525,rf_var,desert,desert
29,36,2,rf_var,desert,forest
29,38,1075,rf_var,desert,desert
29,39,3,rf_var,desert,forest
29,40,14,rf_var,desert,grassland_meadow_steppe
29,42,1,rf_var,desert,desert
29,43,2,rf_var,desert,wetland
29,44,1,rf_var,desert,scrub
29,45,3,rf_var,desert,scrub
29,46,7,rf_var,desert,scrub
29,47,4,rf_var,desert,cropland
29,48,2,rf_var,desert,wetland
29,49,7,rf_var,desert,forest
29,50,5,rf_var,desert,scrub
29,52,4,rf_var,desert,forest
29,53,2,rf_var,desert,cropland
29,54,2,rf_var,desert,wetland
29,55,4,rf_var,desert,forest
30,1,234,rf_var,forest,cropland
30,2,5,rf_var,forest,forest
30,3,5848,rf_var,forest,forest
30,4,181,rf_var,forest,wetland
30,5,3132,rf_var,forest,grassland_meadow_steppe
30,6,4,rf_var,forest,wetland
30,7,2204,rf_var,forest,scrub
30,9,11,rf_var,forest,forest
30,10,3882,rf_var,forest,forest
30,11,64,rf_var,forest,grassland_meadow_steppe
30,12,10,rf_var,forest,cropland
30,13,7,rf_var,forest,grassland_meadow_steppe
30,14,8,rf_var,forest,forest
30,15,7,rf_var,forest,grassland_meadow_steppe
30,16,6,rf_var,forest,grassland_meadow_steppe
30,17,10,rf_var,forest,alpine_vegetation
30,18,20,rf_var,forest,scrub
30,19,7,rf_var,forest,no_vegetation
30,20,9,rf_var,forest,alpine_vegetation
30,21,54423,rf_var,forest,cropland
30,22,5,rf_var,forest,alpine_vegetation
30,23,10,rf_var,forest,desert
30,24,2,rf_var,forest,desert
30,25,9,rf_var,forest,desert
30,26,34078,rf_var,forest,forest
30,27,677,rf_var,forest,cropland
30,28,10353,rf_var,forest,forest
30,29,6,rf_var,forest,desert
30,30,248563,rf_var,forest,forest
30,31,8,rf_var,forest,grassland_meadow_steppe
30,32,8,rf_var,forest,desert
30,33,480,rf_var,forest,cropland
30,34,1390,rf_var,forest,forest
30,35,8,rf_var,forest,desert
30,36,20250,rf_var,forest,forest
30,37,357,rf_var,forest,forest
30,38,1,rf_var,forest,desert
30,39,7673,rf_var,forest,forest
30,40,49411,rf_var,forest,grassland_meadow_steppe
30,41,2013,rf_var,forest,grassland_meadow_steppe
30,42,10,rf_var,forest,desert
30,43,7,rf_var,forest,wetland
30,44,47851,rf_var,forest,scrub
30,45,371,rf_var,forest,scrub
30,46,2394,rf_var,forest,scrub
30,47,44390,rf_var,forest,cropland
30,48,874,rf_var,forest,wetland
30,49,28970,rf_var,forest,forest
30,50,1799,rf_var,forest,scrub
30,52,223,rf_var,forest,forest
30,53,2691,rf_var,forest,cropland
30,54,1012,rf_var,forest,wetland
30,55,591,rf_var,forest,forest
31,1,4557,rf_var,grassland_meadow_steppe,cropland
31,2,190,rf_var,grassland_meadow_steppe,forest
31,3,5,rf_var,grassland_meadow_steppe,forest
31,4,8,rf_var,grassland_meadow_steppe,wetland
31,5,56,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,6,268,rf_var,grassland_meadow_steppe,wetland
31,7,1327,rf_var,grassland_meadow_steppe,scrub
31,9,1,rf_var,grassland_meadow_steppe,forest
31,10,49,rf_var,grassland_meadow_steppe,forest
31,11,27,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,12,1,rf_var,grassland_meadow_steppe,cropland
31,13,8717,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,14,60,rf_var,grassland_meadow_steppe,forest
31,15,367,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,16,48586,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,17,19,rf_var,grassland_meadow_steppe,alpine_vegetation
31,18,10197,rf_var,grassland_meadow_steppe,scrub
31,19,1779,rf_var,grassland_meadow_steppe,no_vegetation
31,20,43131,rf_var,grassland_meadow_steppe,alpine_vegetation
31,21,4,rf_var,grassland_meadow_steppe,cropland
31,22,22215,rf_var,grassland_meadow_steppe,alpine_vegetation
31,23,720,rf_var,grassland_meadow_steppe,desert
31,24,4128,rf_var,grassland_meadow_steppe,desert
31,25,24811,rf_var,grassland_meadow_steppe,desert
31,27,17,rf_var,grassland_meadow_steppe,cropland
31,28,2,rf_var,grassland_meadow_steppe,forest
31,29,47,rf_var,grassland_meadow_steppe,desert
31,30,11,rf_var,grassland_meadow_steppe,forest
31,31,593488,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,32,1441,rf_var,grassland_meadow_steppe,desert
31,33,1851,rf_var,grassland_meadow_steppe,cropland
31,35,165,rf_var,grassland_meadow_steppe,desert
31,36,50,rf_var,grassland_meadow_steppe,forest
31,37,11,rf_var,grassland_meadow_steppe,forest
31,39,150,rf_var,grassland_meadow_steppe,forest
31,40,2,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,41,4,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
31,42,67454,rf_var,grassland_meadow_steppe,desert
31,43,557,rf_var,grassland_meadow_steppe,wetland
31,44,3,rf_var,grassland_meadow_steppe,scrub
31,45,4213,rf_var,grassland_meadow_steppe,scrub
31,46,60,rf_var,grassland_meadow_steppe,scrub
31,47,2,rf_var,grassland_meadow_steppe,cropland
31,48,17,rf_var,grassland_meadow_steppe,wetland
31,49,1,rf_var,grassland_meadow_steppe,forest
31,50,603,rf_var,grassland_meadow_steppe,scrub
31,52,2,rf_var,grassland_meadow_steppe,forest
31,53,2,rf_var,grassland_meadow_steppe,cropland
31,55,2,rf_var,grassland_meadow_steppe,forest
32,3,1,rf_var,desert,forest
32,6,1,rf_var,desert,wetland
32,7,805,rf_var,desert,scrub
32,12,6,rf_var,desert,cropland
32,13,1587,rf_var,desert,grassland_meadow_steppe
32,14,306,rf_var,desert,forest
32,15,1546,rf_var,desert,grassland_meadow_steppe
32,16,19,rf_var,desert,grassland_meadow_steppe
32,18,112,rf_var,desert,scrub
32,19,526,rf_var,desert,no_vegetation
32,20,96,rf_var,desert,alpine_vegetation
32,23,2492,rf_var,desert,desert
32,24,5058,rf_var,desert,desert
32,25,2932,rf_var,desert,desert
32,27,146,rf_var,desert,cropland
32,29,887,rf_var,desert,desert
32,31,299,rf_var,desert,grassland_meadow_steppe
32,32,40497,rf_var,desert,desert
32,33,1976,rf_var,desert,cropland
32,35,665,rf_var,desert,desert
32,38,210,rf_var,desert,desert
32,42,315,rf_var,desert,desert
32,43,1,rf_var,desert,wetland
32,50,1,rf_var,desert,scrub
33,1,1379,rf_var,cropland,cropland
33,2,202,rf_var,cropland,forest
33,3,6049,rf_var,cropland,forest
33,4,2,rf_var,cropland,wetland
33,5,2334,rf_var,cropland,grassland_meadow_steppe
33,6,10,rf_var,cropland,wetland
33,7,23120,rf_var,cropland,scrub
33,10,376,rf_var,cropland,forest
33,11,3236,rf_var,cropland,grassland_meadow_steppe
33,12,2930,rf_var,cropland,cropland
33,13,22403,rf_var,cropland,grassland_meadow_steppe
33,14,607,rf_var,cropland,forest
33,15,4404,rf_var,cropland,grassland_meadow_steppe
33,16,427,rf_var,cropland,grassland_meadow_steppe
33,18,508,rf_var,cropland,scrub
33,19,36,rf_var,cropland,no_vegetation
33,20,365,rf_var,cropland,alpine_vegetation
33,23,3304,rf_var,cropland,desert
33,24,9885,rf_var,cropland,desert
33,25,6084,rf_var,cropland,desert
33,26,38,rf_var,cropland,forest
33,27,3487,rf_var,cropland,cropland
33,28,474,rf_var,cropland,forest
33,29,2951,rf_var,cropland,desert
33,30,22,rf_var,cropland,forest
33,31,76,rf_var,cropland,grassland_meadow_steppe
33,32,4626,rf_var,cropland,desert
33,33,259060,rf_var,cropland,cropland
33,34,9,rf_var,cropland,forest
33,35,894,rf_var,cropland,desert
33,36,139,rf_var,cropland,forest
33,37,3188,rf_var,cropland,forest
33,39,41,rf_var,cropland,forest
33,40,112,rf_var,cropland,grassland_meadow_steppe
33,41,24754,rf_var,cropland,grassland_meadow_steppe
33,42,1,rf_var,cropland,desert
33,44,1250,rf_var,cropland,scrub
33,45,635,rf_var,cropland,scrub
33,46,29,rf_var,cropland,scrub
33,47,188,rf_var,cropland,cropland
33,49,72,rf_var,cropland,forest
33,50,3,rf_var,cropland,scrub
33,52,41,rf_var,cropland,forest
34,3,50,rf_var,forest,forest
34,7,8,rf_var,forest,scrub
34,10,416,rf_var,forest,forest
34,11,2,rf_var,forest,grassland_meadow_steppe
34,12,1,rf_var,forest,cropland
34,14,3,rf_var,forest,forest
34,15,2,rf_var,forest,grassland_meadow_steppe
34,16,2,rf_var,forest,grassland_meadow_steppe
34,17,3,rf_var,forest,alpine_vegetation
34,18,5,rf_var,forest,scrub
34,20,2,rf_var,forest,alpine_vegetation
34,22,3,rf_var,forest,alpine_vegetation
34,25,1,rf_var,forest,desert
34,26,23,rf_var,forest,forest
34,27,24,rf_var,forest,cropland
34,28,6,rf_var,forest,forest
34,30,32,rf_var,forest,forest
34,32,1,rf_var,forest,desert
34,33,3,rf_var,forest,cropland
34,34,3952,rf_var,forest,forest
34,35,2,rf_var,forest,desert
34,36,103,rf_var,forest,forest
34,37,1,rf_var,forest,forest
34,39,201,rf_var,forest,forest
34,40,18,rf_var,forest,grassland_meadow_steppe
34,43,3,rf_var,forest,wetland
34,44,7,rf_var,forest,scrub
34,46,104,rf_var,forest,scrub
34,47,1,rf_var,forest,cropland
34,48,1,rf_var,forest,wetland
34,49,167,rf_var,forest,forest
34,50,7,rf_var,forest,scrub
34,52,2,rf_var,forest,forest
34,53,2,rf_var,forest,cropland
34,55,1,rf_var,forest,forest
35,7,1,rf_var,desert,scrub
35,13,120,rf_var,desert,grassland_meadow_steppe
35,14,87,rf_var,desert,forest
35,15,45,rf_var,desert,grassland_meadow_steppe
35,16,31,rf_var,desert,grassland_meadow_steppe
35,18,6,rf_var,desert,scrub
35,19,30,rf_var,desert,no_vegetation
35,23,587,rf_var,desert,desert
35,24,2082,rf_var,desert,desert
35,25,750,rf_var,desert,desert
35,29,533,rf_var,desert,desert
35,32,335,rf_var,desert,desert
35,33,270,rf_var,desert,cropland
35,35,27983,rf_var,desert,desert
35,38,4,rf_var,desert,desert
36,1,7,rf_var,forest,cropland
36,3,247,rf_var,forest,forest
36,5,9,rf_var,forest,grassland_meadow_steppe
36,7,77,rf_var,forest,scrub
36,9,23,rf_var,forest,forest
36,10,365,rf_var,forest,forest
36,12,37,rf_var,forest,cropland
36,13,28,rf_var,forest,grassland_meadow_steppe
36,16,4,rf_var,forest,grassland_meadow_steppe
36,21,279,rf_var,forest,cropland
36,26,537,rf_var,forest,forest
36,27,2,rf_var,forest,cropland
36,28,991,rf_var,forest,forest
36,30,808,rf_var,forest,forest
36,33,32,rf_var,forest,cropland
36,34,344,rf_var,forest,forest
36,36,16388,rf_var,forest,forest
36,39,141,rf_var,forest,forest
36,40,394,rf_var,forest,grassland_meadow_steppe
36,41,152,rf_var,forest,grassland_meadow_steppe
36,44,924,rf_var,forest,scrub
36,45,4,rf_var,forest,scrub
36,46,102,rf_var,forest,scrub
36,47,319,rf_var,forest,cropland
36,48,22,rf_var,forest,wetland
36,49,239,rf_var,forest,forest
36,50,37,rf_var,forest,scrub
36,53,38,rf_var,forest,cropland
36,55,25,rf_var,forest,forest
37,1,287,rf_var,forest,cropland
37,2,109,rf_var,forest,forest
37,3,11897,rf_var,forest,forest
37,4,12,rf_var,forest,wetland
37,5,423,rf_var,forest,grassland_meadow_steppe
37,6,170,rf_var,forest,wetland
37,7,7241,rf_var,forest,scrub
37,9,87,rf_var,forest,forest
37,10,832,rf_var,forest,forest
37,11,333,rf_var,forest,grassland_meadow_steppe
37,12,428,rf_var,forest,cropland
37,13,1384,rf_var,forest,grassland_meadow_steppe
37,14,573,rf_var,forest,forest
37,15,33,rf_var,forest,grassland_meadow_steppe
37,16,11,rf_var,forest,grassland_meadow_steppe
37,17,4,rf_var,forest,alpine_vegetation
37,18,218,rf_var,forest,scrub
37,19,15,rf_var,forest,no_vegetation
37,20,3,rf_var,forest,alpine_vegetation
37,21,857,rf_var,forest,cropland
37,22,4,rf_var,forest,alpine_vegetation
37,23,4,rf_var,forest,desert
37,24,4,rf_var,forest,desert
37,25,552,rf_var,forest,desert
37,26,87,rf_var,forest,forest
37,27,11561,rf_var,forest,cropland
37,28,255,rf_var,forest,forest
37,29,2,rf_var,forest,desert
37,30,572,rf_var,forest,forest
37,31,1,rf_var,forest,grassland_meadow_steppe
37,32,9,rf_var,forest,desert
37,33,4988,rf_var,forest,cropland
37,34,94,rf_var,forest,forest
37,35,3,rf_var,forest,desert
37,36,25,rf_var,forest,forest
37,37,140235,rf_var,forest,forest
37,38,3,rf_var,forest,desert
37,39,246,rf_var,forest,forest
37,40,34,rf_var,forest,grassland_meadow_steppe
37,41,7490,rf_var,forest,grassland_meadow_steppe
37,42,1,rf_var,forest,desert
37,43,3,rf_var,forest,wetland
37,44,40,rf_var,forest,scrub
37,45,8,rf_var,forest,scrub
37,46,145,rf_var,forest,scrub
37,47,590,rf_var,forest,cropland
37,48,2,rf_var,forest,wetland
37,49,13,rf_var,forest,forest
37,50,3,rf_var,forest,scrub
37,52,3,rf_var,forest,forest
37,53,2,rf_var,forest,cropland
37,54,4,rf_var,forest,wetland
37,55,6,rf_var,forest,forest
38,13,35,rf_var,desert,grassland_meadow_steppe
38,15,226,rf_var,desert,grassland_meadow_steppe
38,17,1,rf_var,desert,alpine_vegetation
38,19,348,rf_var,desert,no_vegetation
38,23,664,rf_var,desert,desert
38,24,309,rf_var,desert,desert
38,25,44,rf_var,desert,desert
38,27,416,rf_var,desert,cropland
38,29,88,rf_var,desert,desert
38,32,67,rf_var,desert,desert
38,38,27834,rf_var,desert,desert
39,1,31,rf_var,forest,cropland
39,5,57,rf_var,forest,grassland_meadow_steppe
39,7,21,rf_var,forest,scrub
39,10,3737,rf_var,forest,forest
39,13,2,rf_var,forest,grassland_meadow_steppe
39,16,109,rf_var,forest,grassland_meadow_steppe
39,18,238,rf_var,forest,scrub
39,20,18,rf_var,forest,alpine_vegetation
39,23,80,rf_var,forest,desert
39,24,2,rf_var,forest,desert
39,26,14,rf_var,forest,forest
39,28,19,rf_var,forest,forest
39,30,255,rf_var,forest,forest
39,34,651,rf_var,forest,forest
39,36,64,rf_var,forest,forest
39,39,13633,rf_var,forest,forest
39,40,63,rf_var,forest,grassland_meadow_steppe
39,43,1,rf_var,forest,wetland
39,44,73,rf_var,forest,scrub
39,45,86,rf_var,forest,scrub
39,46,2515,rf_var,forest,scrub
39,47,67,rf_var,forest,cropland
39,49,63,rf_var,forest,forest
39,50,144,rf_var,forest,scrub
40,1,167,rf_var,grassland_meadow_steppe,cropland
40,2,9,rf_var,grassland_meadow_steppe,forest
40,3,823,rf_var,grassland_meadow_steppe,forest
40,4,19,rf_var,grassland_meadow_steppe,wetland
40,5,2185,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,6,7,rf_var,grassland_meadow_steppe,wetland
40,7,1482,rf_var,grassland_meadow_steppe,scrub
40,9,4,rf_var,grassland_meadow_steppe,forest
40,10,3490,rf_var,grassland_meadow_steppe,forest
40,11,16,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,12,7,rf_var,grassland_meadow_steppe,cropland
40,13,10,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,14,5,rf_var,grassland_meadow_steppe,forest
40,15,6,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,16,9,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,17,8,rf_var,grassland_meadow_steppe,alpine_vegetation
40,18,8,rf_var,grassland_meadow_steppe,scrub
40,19,8,rf_var,grassland_meadow_steppe,no_vegetation
40,20,38,rf_var,grassland_meadow_steppe,alpine_vegetation
40,21,27201,rf_var,grassland_meadow_steppe,cropland
40,22,10,rf_var,grassland_meadow_steppe,alpine_vegetation
40,23,11,rf_var,grassland_meadow_steppe,desert
40,24,8,rf_var,grassland_meadow_steppe,desert
40,25,30,rf_var,grassland_meadow_steppe,desert
40,26,7092,rf_var,grassland_meadow_steppe,forest
40,27,111,rf_var,grassland_meadow_steppe,cropland
40,28,6744,rf_var,grassland_meadow_steppe,forest
40,29,13,rf_var,grassland_meadow_steppe,desert
40,30,33081,rf_var,grassland_meadow_steppe,forest
40,31,90,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,32,7,rf_var,grassland_meadow_steppe,desert
40,33,35,rf_var,grassland_meadow_steppe,cropland
40,34,712,rf_var,grassland_meadow_steppe,forest
40,35,8,rf_var,grassland_meadow_steppe,desert
40,36,14964,rf_var,grassland_meadow_steppe,forest
40,37,17,rf_var,grassland_meadow_steppe,forest
40,38,8,rf_var,grassland_meadow_steppe,desert
40,39,2266,rf_var,grassland_meadow_steppe,forest
40,40,131396,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,41,995,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
40,42,4,rf_var,grassland_meadow_steppe,desert
40,43,8,rf_var,grassland_meadow_steppe,wetland
40,44,29351,rf_var,grassland_meadow_steppe,scrub
40,45,180,rf_var,grassland_meadow_steppe,scrub
40,46,2622,rf_var,grassland_meadow_steppe,scrub
40,47,30838,rf_var,grassland_meadow_steppe,cropland
40,48,488,rf_var,grassland_meadow_steppe,wetland
40,49,26431,rf_var,grassland_meadow_steppe,forest
40,50,1445,rf_var,grassland_meadow_steppe,scrub
40,52,4103,rf_var,grassland_meadow_steppe,forest
40,53,7246,rf_var,grassland_meadow_steppe,cropland
40,54,1228,rf_var,grassland_meadow_steppe,wetland
40,55,2617,rf_var,grassland_meadow_steppe,forest
41,1,5,rf_var,grassland_meadow_steppe,cropland
41,2,25,rf_var,grassland_meadow_steppe,forest
41,3,3753,rf_var,grassland_meadow_steppe,forest
41,4,2,rf_var,grassland_meadow_steppe,wetland
41,5,163,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,6,15,rf_var,grassland_meadow_steppe,wetland
41,7,8828,rf_var,grassland_meadow_steppe,scrub
41,10,114,rf_var,grassland_meadow_steppe,forest
41,11,12,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,12,320,rf_var,grassland_meadow_steppe,cropland
41,13,536,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,14,2,rf_var,grassland_meadow_steppe,forest
41,15,33,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,16,1,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,17,1,rf_var,grassland_meadow_steppe,alpine_vegetation
41,18,6,rf_var,grassland_meadow_steppe,scrub
41,20,2,rf_var,grassland_meadow_steppe,alpine_vegetation
41,21,400,rf_var,grassland_meadow_steppe,cropland
41,23,1,rf_var,grassland_meadow_steppe,desert
41,25,3,rf_var,grassland_meadow_steppe,desert
41,26,450,rf_var,grassland_meadow_steppe,forest
41,27,3625,rf_var,grassland_meadow_steppe,cropland
41,28,1464,rf_var,grassland_meadow_steppe,forest
41,30,1975,rf_var,grassland_meadow_steppe,forest
41,32,9,rf_var,grassland_meadow_steppe,desert
41,33,12000,rf_var,grassland_meadow_steppe,cropland
41,34,5,rf_var,grassland_meadow_steppe,forest
41,36,2058,rf_var,grassland_meadow_steppe,forest
41,37,5444,rf_var,grassland_meadow_steppe,forest
41,38,1,rf_var,grassland_meadow_steppe,desert
41,39,18,rf_var,grassland_meadow_steppe,forest
41,40,223,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,41,47693,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
41,43,1,rf_var,grassland_meadow_steppe,wetland
41,44,282,rf_var,grassland_meadow_steppe,scrub
41,45,21,rf_var,grassland_meadow_steppe,scrub
41,46,7,rf_var,grassland_meadow_steppe,scrub
41,47,1663,rf_var,grassland_meadow_steppe,cropland
41,49,81,rf_var,grassland_meadow_steppe,forest
41,55,1,rf_var,grassland_meadow_steppe,forest
42,4,1,rf_var,desert,wetland
42,5,1,rf_var,desert,grassland_meadow_steppe
42,6,3,rf_var,desert,wetland
42,7,200,rf_var,desert,scrub
42,9,1,rf_var,desert,forest
42,10,2,rf_var,desert,forest
42,11,4,rf_var,desert,grassland_meadow_steppe
42,12,1,rf_var,desert,cropland
42,13,57,rf_var,desert,grassland_meadow_steppe
42,14,3,rf_var,desert,forest
42,15,87,rf_var,desert,grassland_meadow_steppe
42,16,400,rf_var,desert,grassland_meadow_steppe
42,18,47,rf_var,desert,scrub
42,19,634,rf_var,desert,no_vegetation
42,20,11240,rf_var,desert,alpine_vegetation
42,22,1355,rf_var,desert,alpine_vegetation
42,23,20,rf_var,desert,desert
42,24,1830,rf_var,desert,desert
42,25,2276,rf_var,desert,desert
42,26,1,rf_var,desert,forest
42,30,2,rf_var,desert,forest
42,31,15674,rf_var,desert,grassland_meadow_steppe
42,32,205,rf_var,desert,desert
42,33,9,rf_var,desert,cropland
42,35,2,rf_var,desert,desert
42,36,3,rf_var,desert,forest
42,37,2,rf_var,desert,forest
42,38,2,rf_var,desert,desert
42,40,1,rf_var,desert,grassland_meadow_steppe
42,41,1,rf_var,desert,grassland_meadow_steppe
42,42,119305,rf_var,desert,desert
42,43,1623,rf_var,desert,wetland
42,44,2,rf_var,desert,scrub
42,46,1,rf_var,desert,scrub
42,47,8,rf_var,desert,cropland
42,48,1,rf_var,desert,wetland
42,49,4,rf_var,desert,forest
42,50,2,rf_var,desert,scrub
42,52,1,rf_var,desert,forest
42,53,1,rf_var,desert,cropland
42,54,2,rf_var,desert,wetland
42,55,5,rf_var,desert,forest
43,10,6,rf_var,wetland,forest
43,16,324,rf_var,wetland,grassland_meadow_steppe
43,18,35,rf_var,wetland,scrub
43,19,6,rf_var,wetland,no_vegetation
43,20,36,rf_var,wetland,alpine_vegetation
43,24,44,rf_var,wetland,desert
43,25,71,rf_var,wetland,desert
43,31,1,rf_var,wetland,grassland_meadow_steppe
43,39,2,rf_var,wetland,forest
43,42,115,rf_var,wetland,desert
43,43,4937,rf_var,wetland,wetland
43,46,115,rf_var,wetland,scrub
44,1,580,rf_var,scrub,cropland
44,2,25,rf_var,scrub,forest
44,3,2404,rf_var,scrub,forest
44,4,26,rf_var,scrub,wetland
44,5,2439,rf_var,scrub,grassland_meadow_steppe
44,6,17,rf_var,scrub,wetland
44,7,3008,rf_var,scrub,scrub
44,9,15,rf_var,scrub,forest
44,10,2181,rf_var,scrub,forest
44,11,16,rf_var,scrub,grassland_meadow_steppe
44,12,14,rf_var,scrub,cropland
44,13,614,rf_var,scrub,grassland_meadow_steppe
44,14,17,rf_var,scrub,forest
44,15,19,rf_var,scrub,grassland_meadow_steppe
44,16,130,rf_var,scrub,grassland_meadow_steppe
44,17,12,rf_var,scrub,alpine_vegetation
44,18,1020,rf_var,scrub,scrub
44,19,53,rf_var,scrub,no_vegetation
44,20,59,rf_var,scrub,alpine_vegetation
44,21,31489,rf_var,scrub,cropland
44,22,18,rf_var,scrub,alpine_vegetation
44,23,16,rf_var,scrub,desert
44,24,24,rf_var,scrub,desert
44,25,16,rf_var,scrub,desert
44,26,13641,rf_var,scrub,forest
44,27,133,rf_var,scrub,cropland
44,28,23555,rf_var,scrub,forest
44,29,20,rf_var,scrub,desert
44,30,67443,rf_var,scrub,forest
44,31,44,rf_var,scrub,grassland_meadow_steppe
44,32,19,rf_var,scrub,desert
44,33,2132,rf_var,scrub,cropland
44,34,1018,rf_var,scrub,forest
44,35,13,rf_var,scrub,desert
44,36,36441,rf_var,scrub,forest
44,37,46,rf_var,scrub,forest
44,38,15,rf_var,scrub,desert
44,39,6180,rf_var,scrub,forest
44,40,53725,rf_var,scrub,grassland_meadow_steppe
44,41,1291,rf_var,scrub,grassland_meadow_steppe
44,42,14,rf_var,scrub,desert
44,43,20,rf_var,scrub,wetland
44,44,194643,rf_var,scrub,scrub
44,45,1224,rf_var,scrub,scrub
44,46,1570,rf_var,scrub,scrub
